gene,n_grid,n_pathogenic_grid,n_benign_grid,protein_length,ESM-2 150M AUROC,ESM-2 650M AUROC,ESM-1b 650M AUROC,CaLM AUROC,ESM-2 150M + 650M AUROC,ESM-2 150M + 650M weight_second,ESM-2 650M + ESM-1b 650M AUROC,ESM-2 650M + ESM-1b 650M weight_second,ESM-2 650M + CaLM AUROC,ESM-2 650M + CaLM weight_second,ESM-2 150M + CaLM AUROC,ESM-2 150M + CaLM weight_second,ESM-1b 650M + CaLM AUROC,ESM-1b 650M + CaLM weight_second,650M_minus_150M,150M650M_minus_650M,650M1b_minus_650M,650MCaLM_minus_650M,1bCaLM_minus_1b,650MCaLM_minus_150M650M,650MCaLM_minus_650M1b,codon_dependency_index,delta_delta_auroc,independent_calm_minus_650m,inverse_variance_weight,n_bayes,n_pathogenic_bayes,n_benign_bayes,optimizer,esm2_calm_weight,esm2_calm_auc,esm2_150m_650m_weight_second,esm2_150m_650m_auc,esm1b_calm_weight,esm1b_calm_auc,esm2_650m_auc,esm1b_650m_auc,calm_auc,esm2_cross_modal_gain,esm2_cross_modal_advantage,esm2_gain_over_protein,esm1b_gain_over_protein,esm2_independent_calm_signal,esm1b_independent_calm_signal,n_objective_evals,esm2_calm_weight_bayes_minus_grid,cross_modal_gain_bayes_minus_grid,cross_modal_advantage_bayes_minus_grid
ELN,11,5,6,724,0.5333333333333333,0.4666666666666667,0.6666666666666667,0.5,0.5333333333333333,0.0,0.7,0.91,0.5,0.12,0.5666666666666667,0.26,0.7,0.08,-0.0666666666666666,0.0666666666666666,0.2333333333333332,0.0333333333333333,0.0333333333333332,-0.0333333333333333,-0.1999999999999999,0.12,-0.0333333333333333,0.0333333333333333,2.727272727272727,11,5,6,bayes,1.0,0.5,0.0,0.5333333333333333,0.101,0.7,0.4666666666666667,0.6666666666666667,0.5,0.033333333333333326,-0.033333333333333326,0.033333333333333326,0.033333333333333215,0.033333333333333326,-0.16666666666666674,90,0.88,2.7755575615628914e-17,-2.7755575615628914e-17
EMD,15,5,10,254,0.92,0.94,0.92,0.98,0.94,0.71,0.94,0.0,0.98,0.8,0.98,0.88,0.98,0.74,0.02,0.0,0.0,0.0399999999999999,0.0599999999999999,0.0399999999999999,0.0399999999999999,0.8,0.0399999999999999,0.0399999999999999,3.333333333333333,15,5,10,bayes,1.0,0.98,1.0,0.9400000000000001,1.0,0.98,0.9400000000000001,0.92,0.98,0.039999999999999925,0.039999999999999925,0.039999999999999925,0.05999999999999994,0.039999999999999925,0.05999999999999994,90,0.19999999999999996,2.7755575615628914e-17,2.7755575615628914e-17
ENG,171,61,110,658,0.7011922503725783,0.8181818181818182,0.7719821162444114,0.7481371087928465,0.8183308494783905,0.9,0.8189269746646796,0.01,0.8575260804769002,0.61,0.7800298062593145,0.6900000000000001,0.8168405365126677,0.64,0.1169895678092399,0.0001490312965722,0.0007451564828613,0.0393442622950819,0.0448584202682563,0.0391952309985096,0.0385991058122205,0.61,0.0391952309985096,-0.0700447093889717,39.23976608187135,171,61,110,bayes,0.619,0.8573770491803279,0.991,0.8184798807749628,0.635,0.8166915052160952,0.8181818181818182,0.7719821162444114,0.7481371087928465,0.039195230998509634,0.03889716840536506,0.039195230998509634,0.04470938897168386,-0.07004470938897178,-0.023845007451564926,90,0.009000000000000008,-0.0001490312965722676,-0.00029806259314454214
ENPP1,18,10,8,925,1.0,0.875,0.9875,0.8375,1.0,0.0,0.9875,0.78,0.9625,0.33,1.0,0.0,0.9875,0.0,-0.125,0.125,0.1125,0.0875,0.0,-0.0374999999999999,-0.025,0.33,-0.0374999999999999,-0.0374999999999999,4.444444444444445,18,10,8,bayes,0.5,0.9625,0.0,1.0,0.0,0.9875,0.875,0.9875,0.8375,0.08750000000000002,-0.03749999999999998,0.08750000000000002,0.0,-0.03749999999999998,-0.15000000000000002,90,0.16999999999999998,2.7755575615628914e-17,-7.632783294297951e-17
EPHB4,79,17,62,987,0.9146110056925996,0.9658444022770398,0.9658444022770398,0.944022770398482,0.9658444022770398,0.67,0.98292220113852,0.5,0.98292220113852,0.5,0.9620493358633776,0.56,0.9933586337760912,0.41,0.0512333965844401,0.0,0.01707779886148,0.0170777988614801,0.0275142314990513,0.0170777988614801,1.1102230246251563e-16,0.5,0.0170777988614801,-0.0218216318785579,13.341772151898734,79,17,62,bayes,0.5,0.98292220113852,0.842,0.9667931688804554,0.40800000000000003,0.9933586337760911,0.9658444022770398,0.9658444022770398,0.9440227703984819,0.017077798861480198,0.016129032258064613,0.017077798861480198,0.0275142314990513,-0.0218216318785579,-0.0218216318785579,90,0.0,9.71445146547012e-17,-0.0009487666034154879
ERF,15,6,9,548,0.7962962962962963,0.8518518518518519,1.0,0.8888888888888888,0.8518518518518519,0.9,1.0,0.11,0.925925925925926,0.64,0.9074074074074074,0.79,1.0,0.0,0.0555555555555555,0.0,0.1481481481481481,0.074074074074074,0.0,0.074074074074074,-0.074074074074074,0.64,0.074074074074074,0.0370370370370369,3.6,15,6,9,bayes,0.704,0.9259259259259259,1.0,0.8518518518518519,0.0,1.0,0.8518518518518519,1.0,0.8888888888888888,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.0,0.03703703703703698,-0.11111111111111116,90,0.06399999999999995,6.938893903907228e-17,6.938893903907228e-17
ETFDH,74,69,5,617,0.826086956521739,0.9391304347826088,0.9536231884057972,0.8956521739130434,0.9420289855072465,0.92,0.9536231884057972,0.99,0.9565217391304348,0.71,0.910144927536232,0.6900000000000001,0.9594202898550726,0.22,0.1130434782608696,0.0028985507246377,0.0144927536231884,0.017391304347826,0.0057971014492753,0.0144927536231883,0.0028985507246376,0.71,0.0144927536231883,-0.0434782608695653,4.662162162162162,74,69,5,bayes,0.743,0.9565217391304348,0.9430000000000001,0.9420289855072465,0.5660000000000001,0.9594202898550726,0.9391304347826087,0.9536231884057972,0.8956521739130434,0.017391304347826098,0.01449275362318836,0.017391304347826098,0.005797101449275366,-0.0434782608695653,-0.05797101449275377,90,0.03300000000000003,9.71445146547012e-17,5.898059818321144e-17
EXT1,40,29,11,746,0.9968652037617556,0.9937304075235108,0.9498432601880876,0.9247648902821316,1.0,0.04,0.9968652037617556,0.11,1.0,0.07,1.0,0.06,0.9843260188087776,0.49,-0.0031347962382445,0.006269592476489,0.0031347962382445,0.006269592476489,0.0344827586206897,0.0,0.0031347962382445,0.07,0.0,-0.0689655172413792,7.975,40,29,11,bayes,0.5,1.0,0.5,1.0,0.5,0.9843260188087775,0.9937304075235109,0.9498432601880877,0.9247648902821317,0.006269592476489061,0.0,0.006269592476489061,0.034482758620689724,-0.06896551724137923,-0.02507836990595602,90,0.43,6.071532165918825e-17,0.0
EXT2,27,13,14,718,0.9010989010989012,0.8021978021978021,0.934065934065934,0.8076923076923077,0.9230769230769232,0.2,0.934065934065934,0.95,0.8626373626373627,0.48,0.912087912087912,0.25,0.945054945054945,0.31,-0.098901098901099,0.120879120879121,0.1318681318681319,0.0604395604395605,0.0109890109890109,-0.0604395604395604,-0.0714285714285714,0.48,-0.0604395604395604,0.0054945054945055,6.7407407407407405,27,13,14,bayes,0.5,0.8626373626373627,0.20600000000000002,0.9230769230769231,0.31,0.945054945054945,0.8021978021978021,0.9340659340659341,0.8076923076923077,0.06043956043956056,-0.06043956043956045,0.06043956043956056,0.01098901098901095,0.005494505494505586,-0.12637362637362637,90,0.020000000000000018,5.551115123125783e-17,-4.85722573273506e-17
EYA1,22,9,13,592,0.6752136752136753,0.9743589743589745,0.9316239316239316,0.9743589743589742,0.982905982905983,0.81,1.0,0.14,1.0,0.18,1.0,0.53,0.9914529914529916,0.37,0.2991452991452992,0.0085470085470085,0.0256410256410255,0.0256410256410255,0.0598290598290599,0.017094017094017,0.0,0.18,0.017094017094017,-2.220446049250313e-16,5.318181818181818,22,9,13,bayes,0.5,1.0,0.8170000000000001,0.982905982905983,0.5,0.9914529914529915,0.9743589743589745,0.9316239316239315,0.9743589743589742,0.02564102564102555,0.017094017094017033,0.02564102564102555,0.05982905982905995,-2.220446049250313e-16,0.042735042735042694,90,0.32,4.85722573273506e-17,3.469446951953614e-17
EZH2,49,27,22,751,0.6582491582491583,0.7188552188552189,0.9932659932659932,0.8888888888888888,0.7188552188552189,0.92,0.9949494949494948,0.75,0.8905723905723906,0.99,0.888888888888889,0.95,0.9966329966329966,0.34,0.0606060606060605,0.0,0.276094276094276,0.1717171717171717,0.0033670033670034,0.1717171717171717,-0.1043771043771043,0.99,0.1717171717171717,0.1700336700336699,12.122448979591836,49,27,22,bayes,0.992,0.8905723905723906,1.0,0.7188552188552189,0.381,0.9966329966329966,0.7188552188552189,0.9932659932659932,0.8888888888888888,0.1717171717171717,0.1717171717171717,0.1717171717171717,0.0033670033670034627,0.17003367003366998,-0.10437710437710435,90,0.0020000000000000018,0.0,0.0
F11,38,32,6,625,0.8645833333333334,0.8854166666666667,0.921875,0.8125000000000001,0.9010416666666669,0.87,0.9270833333333334,0.92,0.890625,0.16,0.8802083333333334,0.48,0.9270833333333334,0.09,0.0208333333333333,0.015625,0.0416666666666666,0.0052083333333332,0.0052083333333334,-0.0104166666666667,-0.0364583333333333,0.16,-0.0104166666666667,-0.0729166666666666,5.052631578947368,38,32,6,bayes,0.0,0.8854166666666667,0.876,0.9010416666666667,0.088,0.9270833333333334,0.8854166666666667,0.9218749999999999,0.8125000000000001,0.0,-0.015625,0.0,0.005208333333333481,-0.07291666666666663,-0.10937499999999978,90,-0.16,-0.0052083333333332,-0.005208333333333299
F2,17,11,6,622,0.8636363636363636,0.8333333333333333,0.8333333333333333,0.7575757575757576,0.9090909090909092,0.09,0.8636363636363636,0.23,0.8787878787878788,0.39,0.9393939393939394,0.26,0.8787878787878788,0.59,-0.0303030303030303,0.0757575757575759,0.0303030303030303,0.0454545454545455,0.0454545454545455,-0.0303030303030303,0.0151515151515151,0.39,-0.0303030303030303,-0.0757575757575756,3.882352941176471,17,11,6,bayes,0.5,0.8787878787878788,0.306,0.9090909090909092,0.591,0.8787878787878788,0.8333333333333333,0.8333333333333333,0.7575757575757576,0.045454545454545525,-0.030303030303030387,0.045454545454545525,0.045454545454545525,-0.07575757575757569,-0.07575757575757569,90,0.10999999999999999,2.7755575615628914e-17,-8.673617379884035e-17
F7,29,23,6,444,0.8260869565217391,0.8985507246376813,0.9710144927536232,0.8623188405797102,0.9202898550724636,0.72,0.9927536231884058,0.64,0.9130434782608696,0.06,0.8768115942028986,0.46,0.9782608695652174,0.41,0.0724637681159421,0.0217391304347824,0.0942028985507245,0.0144927536231883,0.0072463768115942,-0.0072463768115941,-0.0797101449275361,0.06,-0.0072463768115941,-0.036231884057971,4.758620689655173,29,23,6,bayes,0.07100000000000001,0.9130434782608696,0.735,0.9202898550724637,0.436,0.9782608695652174,0.8985507246376813,0.9710144927536232,0.8623188405797102,0.01449275362318836,-0.007246376811594124,0.01449275362318836,0.007246376811594235,-0.036231884057971064,-0.10869565217391297,90,0.01100000000000001,5.898059818321144e-17,-2.42861286636753e-17
F9,130,112,18,461,0.8333333333333334,0.8506944444444445,0.9107142857142856,0.8283730158730159,0.8591269841269842,0.64,0.914186507936508,0.94,0.8720238095238095,0.5,0.8551587301587302,0.56,0.9171626984126984,0.3,0.0173611111111111,0.0084325396825396,0.0634920634920633,0.021329365079365,0.0064484126984127,0.0128968253968253,-0.0421626984126983,0.5,0.0128968253968253,-0.0223214285714286,15.507692307692308,130,112,18,bayes,0.5,0.8720238095238095,0.637,0.8591269841269842,0.296,0.9171626984126985,0.8506944444444445,0.9107142857142857,0.8283730158730159,0.021329365079365004,0.012896825396825351,0.021329365079365004,0.0064484126984127865,-0.022321428571428603,-0.08234126984126977,90,0.0,3.469446951953614e-18,5.0306980803327406e-17
FA2H,18,12,6,372,1.0,1.0,0.9027777777777778,0.9166666666666666,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.34,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,-0.0833333333333333,4.0,18,12,6,bayes,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.9027777777777778,0.9166666666666666,0.0,0.0,0.0,0.09722222222222221,-0.08333333333333337,0.01388888888888884,90,0.0,0.0,0.0
FARS2,23,16,7,451,0.9375,0.9910714285714286,0.9642857142857144,0.9285714285714286,0.9910714285714286,0.59,1.0,0.08,1.0,0.09,0.9553571428571428,0.13,0.9910714285714286,0.14,0.0535714285714286,0.0,0.0089285714285713,0.0089285714285713,0.0267857142857143,0.0089285714285713,0.0,0.09,0.0089285714285713,-0.0625,4.869565217391305,23,16,7,bayes,0.317,1.0,1.0,0.9910714285714286,0.165,0.9910714285714286,0.9910714285714286,0.9642857142857143,0.9285714285714286,0.008928571428571397,0.008928571428571397,0.008928571428571397,0.0267857142857143,-0.0625,-0.0357142857142857,90,0.227,9.71445146547012e-17,9.71445146547012e-17
FARSB,11,6,5,589,0.8333333333333333,0.9333333333333332,0.7666666666666666,0.8,0.9333333333333332,0.29,0.9333333333333332,0.0,0.9333333333333332,0.0,0.8333333333333334,0.55,0.8333333333333334,0.65,0.1,0.0,0.0,0.0,0.0666666666666667,0.0,0.0,0.0,0.0,-0.1333333333333333,2.727272727272727,11,6,5,bayes,0.0,0.9333333333333333,1.0,0.9333333333333333,0.653,0.8333333333333334,0.9333333333333333,0.7666666666666666,0.8,0.0,0.0,0.0,0.06666666666666676,-0.1333333333333333,0.03333333333333344,90,0.0,0.0,0.0
FBXO11,90,44,46,927,0.7475296442687748,0.8927865612648221,0.8641304347826088,0.749505928853755,0.8967391304347826,0.85,0.8992094861660078,0.25,0.8942687747035574,0.02,0.775197628458498,0.5,0.865612648221344,0.24,0.1452569169960473,0.0039525691699604,0.0064229249011856,0.0014822134387352,0.0014822134387352,-0.0024703557312252,-0.0049407114624504,0.02,-0.0024703557312252,-0.1432806324110671,22.488888888888887,90,44,46,bayes,0.033,0.8947628458498024,0.855,0.8967391304347826,0.017,0.8656126482213438,0.8927865612648221,0.8641304347826088,0.749505928853755,0.0019762845849802257,-0.0019762845849802257,0.0019762845849802257,0.0014822134387350028,-0.14328063241106714,-0.11462450592885376,90,0.013000000000000001,0.0004940711462450256,0.0004940711462449745
FBXO7,19,5,14,522,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.684210526315789,19,5,14,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0
FECH,11,5,6,423,0.6333333333333333,1.0,0.8666666666666667,0.7666666666666667,1.0,0.95,1.0,0.0,1.0,0.0,0.7666666666666667,0.33,0.8666666666666667,0.0,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2333333333333332,2.727272727272727,11,5,6,bayes,0.0,1.0,1.0,1.0,0.0,0.8666666666666667,1.0,0.8666666666666667,0.7666666666666667,0.0,0.0,0.0,0.0,-0.23333333333333328,-0.09999999999999998,90,0.0,0.0,0.0
FGD1,25,8,17,961,0.926470588235294,0.9191176470588236,0.9264705882352942,0.7205882352941176,0.9338235294117648,0.1,0.9411764705882352,0.2,0.9191176470588236,0.0,0.9338235294117648,0.05,0.9264705882352942,0.0,-0.0073529411764705,0.0147058823529412,0.0220588235294117,0.0,0.0,-0.0147058823529412,-0.0220588235294117,0.0,-0.0147058823529412,-0.1985294117647058,5.44,25,8,17,bayes,0.0,0.9191176470588235,0.5,0.9338235294117647,0.0,0.9264705882352942,0.9191176470588235,0.9264705882352942,0.7205882352941176,0.0,-0.014705882352941235,0.0,0.0,-0.19852941176470584,-0.20588235294117652,90,0.0,0.0,-3.469446951953614e-17
FGFR1,79,67,12,822,0.890547263681592,0.958955223880597,0.9987562189054726,0.8345771144278606,0.9601990049751244,0.88,0.9987562189054726,0.94,0.958955223880597,0.0,0.8930348258706468,0.06,0.9987562189054726,0.0,0.0684079601990049,0.0012437810945273,0.0398009950248756,0.0,0.0,-0.0012437810945273,-0.0398009950248756,0.0,-0.0012437810945273,-0.1243781094527363,10.177215189873415,79,67,12,bayes,0.0,0.958955223880597,0.88,0.9601990049751243,0.0,0.9987562189054726,0.958955223880597,0.9987562189054726,0.8345771144278606,0.0,-0.0012437810945273853,0.0,0.0,-0.12437810945273631,-0.16417910447761197,90,0.0,0.0,-8.521829075736065e-17
FGFR2,75,68,7,821,0.953781512605042,0.9474789915966384,0.9915966386554622,0.9558823529411764,0.9642857142857144,0.19,0.9915966386554622,0.53,0.972689075630252,0.7000000000000001,0.9789915966386554,0.53,0.9978991596638656,0.43,-0.0063025210084035,0.0168067226890757,0.0441176470588237,0.0252100840336135,0.0063025210084033,0.0084033613445377,-0.0189075630252101,0.7000000000000001,0.0084033613445377,0.008403361344538,6.346666666666667,75,68,7,bayes,0.81,0.9726890756302521,0.254,0.9642857142857143,0.5,0.9978991596638656,0.9474789915966385,0.9915966386554622,0.9558823529411765,0.025210084033613578,0.008403361344537785,0.025210084033613578,0.006302521008403339,0.008403361344538007,-0.0357142857142857,90,0.10999999999999999,7.632783294297951e-17,8.500145032286355e-17
FGFR3,49,32,17,806,0.8455882352941176,0.8786764705882353,0.9191176470588236,0.9209558823529412,0.8841911764705882,0.76,0.9430147058823528,0.37,0.9375,0.68,0.9283088235294116,0.66,0.9356617647058822,0.5700000000000001,0.0330882352941176,0.0055147058823529,0.0643382352941175,0.0588235294117647,0.0165441176470587,0.0533088235294118,-0.0055147058823528,0.68,0.0533088235294118,0.0422794117647058,11.10204081632653,49,32,17,bayes,0.682,0.9375,0.76,0.8841911764705882,0.5760000000000001,0.9356617647058822,0.8786764705882353,0.9191176470588235,0.9209558823529411,0.05882352941176472,0.0533088235294118,0.05882352941176472,0.016544117647058765,0.04227941176470584,0.0018382352941176405,90,0.0020000000000000018,2.0816681711721685e-17,0.0
FH,106,101,5,510,0.8118811881188119,0.8178217821782178,0.992079207920792,0.992079207920792,0.8217821782178217,0.77,0.992079207920792,0.95,0.992079207920792,0.96,0.992079207920792,0.92,0.996039603960396,0.31,0.0059405940594058,0.0039603960396039,0.1742574257425743,0.1742574257425743,0.0039603960396039,0.1702970297029703,0.0,0.96,0.1702970297029703,0.1742574257425743,4.764150943396227,106,101,5,bayes,1.0,0.9920792079207921,0.863,0.8217821782178217,0.5,0.996039603960396,0.8178217821782178,0.9920792079207921,0.9920792079207921,0.1742574257425743,0.17029702970297034,0.1742574257425743,0.003960396039603964,0.1742574257425743,0.0,90,0.040000000000000036,0.0,2.7755575615628914e-17
FLCN,13,7,6,579,0.7857142857142858,0.8571428571428572,0.9285714285714286,0.7142857142857143,0.9761904761904764,0.62,0.9761904761904764,0.42,0.9761904761904764,0.25,0.8333333333333334,0.29,0.9285714285714286,0.0,0.0714285714285714,0.119047619047619,0.119047619047619,0.119047619047619,0.0,0.0,0.0,0.25,0.0,-0.1428571428571429,3.230769230769231,13,7,6,bayes,0.4,0.9761904761904763,0.652,0.9761904761904763,0.0,0.9285714285714286,0.8571428571428572,0.9285714285714286,0.7142857142857143,0.11904761904761907,0.0,0.11904761904761907,0.0,-0.1428571428571429,-0.2142857142857143,90,0.15000000000000002,6.938893903907228e-17,0.0
FMO3,27,16,11,532,0.8295454545454546,0.8636363636363636,0.8352272727272727,0.8352272727272727,0.8636363636363636,0.33,0.8693181818181819,0.01,0.9147727272727272,0.27,0.9090909090909092,0.45,0.8920454545454545,0.79,0.034090909090909,0.0,0.0056818181818182,0.0511363636363636,0.0568181818181817,0.0511363636363636,0.0454545454545454,0.27,0.0511363636363636,-0.0284090909090909,6.518518518518518,27,16,11,bayes,0.5,0.9147727272727273,1.0,0.8636363636363636,0.805,0.8920454545454545,0.8636363636363636,0.8352272727272727,0.8352272727272727,0.051136363636363646,0.051136363636363646,0.051136363636363646,0.05681818181818177,-0.02840909090909094,0.0,90,0.22999999999999998,4.85722573273506e-17,4.85722573273506e-17
FOXF1,18,12,6,379,0.9583333333333334,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,1.0,0.02,1.0,0.04,1.0,0.12,1.0,0.72,0.0277777777777777,0.0,0.0138888888888888,0.0138888888888888,0.0138888888888888,0.0138888888888888,0.0,0.04,0.0138888888888888,0.0,4.0,18,12,6,bayes,0.5,1.0,1.0,0.9861111111111112,0.881,1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.01388888888888884,0.01388888888888884,0.01388888888888884,0.01388888888888884,0.0,0.0,90,0.46,3.9898639947466563e-17,3.9898639947466563e-17
FOXG1,145,75,70,489,0.7506666666666666,0.7725714285714286,0.9742857142857144,0.8939047619047619,0.773904761904762,0.89,0.9752380952380952,0.89,0.8940952380952382,0.99,0.8940952380952382,0.98,0.9773333333333334,0.46,0.0219047619047619,0.0013333333333334,0.2026666666666666,0.1215238095238095,0.003047619047619,0.1201904761904761,-0.081142857142857,0.99,0.1201904761904761,0.1213333333333333,36.206896551724135,145,75,70,bayes,0.986,0.8940952380952382,0.893,0.773904761904762,0.431,0.9773333333333333,0.7725714285714286,0.9742857142857143,0.8939047619047619,0.12152380952380959,0.12019047619047618,0.12152380952380959,0.0030476190476189657,0.1213333333333333,-0.08038095238095244,90,-0.0040000000000000036,8.326672684688674e-17,8.326672684688674e-17
FOXH1,11,6,5,365,0.8,0.8,0.8333333333333334,0.9,0.8,0.0,0.8333333333333334,0.03,0.9,0.73,0.9,0.73,0.9,0.94,0.0,0.0,0.0333333333333333,0.0999999999999999,0.0666666666666666,0.0999999999999999,0.0666666666666666,0.73,0.0999999999999999,0.0999999999999999,2.727272727272727,11,6,5,bayes,1.0,0.9,0.0,0.8,1.0,0.9,0.8,0.8333333333333334,0.9,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.06666666666666665,0.09999999999999998,0.06666666666666665,90,0.27,8.326672684688674e-17,8.326672684688674e-17
FOXP1,58,20,38,677,0.8631578947368421,0.8552631578947368,0.913157894736842,0.8539473684210526,0.8644736842105264,0.16,0.918421052631579,0.51,0.8644736842105264,0.09,0.8657894736842106,0.09,0.9328947368421052,0.49,-0.0078947368421052,0.0092105263157895,0.0631578947368421,0.0092105263157895,0.0197368421052631,0.0,-0.0539473684210526,0.09,0.0,-0.0013157894736842,13.10344827586207,58,20,38,bayes,0.126,0.8657894736842106,0.163,0.8644736842105264,0.5,0.9328947368421052,0.8552631578947368,0.9131578947368421,0.8539473684210526,0.010526315789473717,0.001315789473684159,0.010526315789473717,0.019736842105263164,-0.0013157894736842701,-0.05921052631578949,90,0.036000000000000004,0.0013157894736842164,0.001315789473684159
FOXP3,39,17,22,431,0.7165775401069518,0.6711229946524064,0.8636363636363636,0.8796791443850267,0.7272727272727273,0.11,0.8689839572192513,0.6900000000000001,0.8796791443850267,0.96,0.8796791443850267,0.98,0.9117647058823528,0.5,-0.0454545454545454,0.0561497326203208,0.1978609625668448,0.2085561497326202,0.0481283422459892,0.1524064171122994,0.0106951871657754,0.96,0.1524064171122994,0.2085561497326202,9.58974358974359,39,17,22,bayes,1.0,0.8796791443850267,0.115,0.7272727272727273,0.5,0.9117647058823529,0.6711229946524064,0.8636363636363636,0.8796791443850267,0.20855614973262027,0.1524064171122994,0.20855614973262027,0.048128342245989275,0.20855614973262027,0.016042780748663055,90,0.040000000000000036,5.551115123125783e-17,0.0
FOXRED1,14,5,9,486,0.9111111111111112,0.8888888888888888,0.9333333333333332,0.8,0.9111111111111112,0.0,0.9333333333333332,0.45,0.8888888888888888,0.0,0.9111111111111112,0.0,0.9555555555555556,0.32,-0.0222222222222223,0.0222222222222223,0.0444444444444445,0.0,0.0222222222222222,-0.0222222222222223,-0.0444444444444445,0.0,-0.0222222222222223,-0.0888888888888888,3.2142857142857144,14,5,9,bayes,0.0,0.8888888888888888,0.0,0.9111111111111112,0.389,0.9555555555555555,0.8888888888888888,0.9333333333333332,0.8,0.0,-0.022222222222222365,0.0,0.022222222222222254,-0.0888888888888888,-0.1333333333333332,90,0.0,0.0,-6.591949208711867e-17
FRMD7,35,10,25,714,0.796,0.844,0.904,0.788,0.8480000000000001,0.71,0.916,0.85,0.892,0.52,0.872,0.52,0.912,0.28,0.0479999999999999,0.0040000000000001,0.0719999999999999,0.048,0.008,0.0439999999999999,-0.0239999999999999,0.52,0.0439999999999999,-0.0559999999999999,7.142857142857143,35,10,25,bayes,0.525,0.892,0.782,0.8480000000000001,0.281,0.912,0.844,0.904,0.788,0.04800000000000004,0.04399999999999993,0.04800000000000004,0.008000000000000007,-0.05599999999999994,-0.11599999999999999,90,0.0050000000000000044,4.163336342344337e-17,2.7755575615628914e-17
FUCA1,17,6,11,466,0.9696969696969696,1.0,1.0,0.8484848484848485,1.0,0.28,1.0,0.0,1.0,0.0,0.9848484848484848,0.01,1.0,0.0,0.0303030303030302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1515151515151515,3.882352941176471,17,6,11,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8484848484848485,0.0,0.0,0.0,0.0,-0.1515151515151515,-0.1515151515151515,90,0.0,0.0,0.0
FUS,21,14,7,526,0.5306122448979592,0.5612244897959183,0.8367346938775511,0.6020408163265306,0.5612244897959183,0.98,0.8367346938775511,0.75,0.6122448979591837,0.87,0.6020408163265307,0.87,0.8367346938775511,0.0,0.0306122448979591,0.0,0.2755102040816327,0.0510204081632653,0.0,0.0510204081632653,-0.2244897959183673,0.87,0.0510204081632653,0.0408163265306122,4.666666666666667,21,14,7,bayes,1.0,0.6020408163265306,1.0,0.5612244897959183,0.0,0.8367346938775511,0.5612244897959183,0.8367346938775511,0.6020408163265306,0.04081632653061229,0.04081632653061229,0.04081632653061229,0.0,0.04081632653061229,-0.23469387755102045,90,0.13,-0.01020408163265301,-0.01020408163265301
FZD4,19,11,8,537,0.9204545454545454,0.9090909090909092,0.9090909090909092,0.875,0.943181818181818,0.3,0.9204545454545454,0.18,0.943181818181818,0.34,0.9204545454545454,0.0,0.9090909090909092,0.38,-0.0113636363636363,0.034090909090909,0.0113636363636363,0.034090909090909,1.1102230246251563e-16,0.0,0.0227272727272727,0.34,0.0,-0.034090909090909,4.631578947368421,19,11,8,bayes,0.5,0.9431818181818181,0.325,0.9431818181818181,0.5,0.9090909090909092,0.9090909090909091,0.9090909090909091,0.875,0.03409090909090906,0.0,0.03409090909090906,1.1102230246251565e-16,-0.03409090909090906,-0.03409090909090906,90,0.15999999999999998,6.245004513516506e-17,0.0
GAA,196,182,14,952,0.9077708006279436,0.9623233908948194,0.9748822605965464,0.8551805337519622,0.9623233908948196,0.91,0.9768445839874412,0.5700000000000001,0.9646781789638932,0.24,0.9179748822605964,0.38,0.9823390894819466,0.25,0.0545525902668759,1.1102230246251563e-16,0.0145211930926217,0.0023547880690738,0.0074568288854003,0.0023547880690737,-0.0121664050235479,0.24,0.0023547880690737,-0.1071428571428572,13.0,196,182,14,bayes,0.245,0.9646781789638933,0.911,0.9623233908948196,0.262,0.9823390894819466,0.9623233908948194,0.9748822605965463,0.8551805337519622,0.0023547880690738543,0.0023547880690737433,0.0023547880690738543,0.007456828885400335,-0.1071428571428572,-0.11970172684458402,90,0.0050000000000000044,5.421010862427522e-17,4.336808689942018e-17
