gene,n,n_pathogenic,n_benign,optimizer,esm2_calm_weight,esm2_calm_auc,esm2_150m_650m_weight_second,esm2_150m_650m_auc,esm1b_calm_weight,esm1b_calm_auc,esm2_650m_auc,esm1b_650m_auc,calm_auc,esm2_cross_modal_gain,esm2_cross_modal_advantage,esm2_gain_over_protein,esm1b_gain_over_protein,esm2_independent_calm_signal,esm1b_independent_calm_signal,n_objective_evals
DYRK1A,94,24,70,bayes,0.0,0.9154761904761904,0.966,0.9160714285714285,0.47300000000000003,0.9464285714285715,0.9154761904761904,0.9333333333333333,0.8583333333333334,0.0,-0.0005952380952380931,0.0,0.01309523809523816,-0.05714285714285705,-0.07499999999999996,90
EBF3,35,30,5,bayes,1.0,0.6066666666666667,0.10200000000000001,0.58,0.626,0.8466666666666667,0.5666666666666667,0.8266666666666667,0.6066666666666667,0.040000000000000036,0.026666666666666727,0.040000000000000036,0.020000000000000018,0.040000000000000036,-0.21999999999999997,90
ECEL1,19,10,9,bayes,0.0,0.9555555555555555,0.0,1.0,0.5,0.9222222222222223,0.9555555555555555,0.8888888888888888,0.8555555555555556,0.0,-0.04444444444444451,0.0,0.03333333333333344,-0.09999999999999987,-0.033333333333333215,90
EDA,116,94,22,bayes,0.451,0.8031914893617021,0.298,0.8297872340425533,0.302,0.836073500967118,0.7577369439071567,0.8225338491295938,0.687137330754352,0.045454545454545414,-0.02659574468085113,0.045454545454545414,0.013539651837524147,-0.07059961315280472,-0.1353965183752418,90
EDAR,29,24,5,bayes,0.0,0.7666666666666667,0.256,0.8500000000000001,0.0,0.725,0.7666666666666667,0.725,0.6333333333333333,0.0,-0.08333333333333337,0.0,0.0,-0.13333333333333341,-0.09166666666666667,90
EEF1A2,34,25,9,bayes,0.0,0.7111111111111111,1.0,0.7111111111111111,0.388,0.72,0.7111111111111111,0.6622222222222223,0.6533333333333333,0.0,0.0,0.0,0.057777777777777706,-0.05777777777777782,-0.008888888888888946,90
EFNB1,18,12,6,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.47222222222222227,0.0,0.0,0.0,0.0,-0.5277777777777777,-0.5277777777777777,90
EFTUD2,31,19,12,bayes,0.0,0.9517543859649122,0.036000000000000004,0.9824561403508772,0.257,1.0,0.9517543859649122,0.9956140350877193,0.9385964912280701,0.0,-0.030701754385965008,0.0,0.004385964912280715,-0.013157894736842146,-0.05701754385964919,90
EIF2B5,36,30,6,bayes,0.0,1.0,1.0,1.0,0.323,0.9666666666666667,1.0,0.938888888888889,0.8444444444444444,0.0,0.0,0.0,0.02777777777777768,-0.15555555555555556,-0.09444444444444455,90
ELAC2,13,6,7,bayes,0.0,0.9761904761904763,0.5,1.0,0.0,0.9047619047619049,0.9761904761904763,0.9047619047619049,0.7857142857142857,0.0,-0.023809523809523725,0.0,0.0,-0.19047619047619058,-0.11904761904761918,90
ELANE,53,46,7,bayes,0.025,0.9782608695652173,0.9450000000000001,0.9751552795031057,0.216,0.9565217391304348,0.9751552795031055,0.9565217391304347,0.8385093167701863,0.0031055900621117516,0.0031055900621116406,0.0031055900621117516,1.1102230246251565e-16,-0.1366459627329193,-0.11801242236024845,90
ELN,11,5,6,bayes,1.0,0.5,0.0,0.5333333333333333,0.101,0.7,0.4666666666666667,0.6666666666666667,0.5,0.033333333333333326,-0.033333333333333326,0.033333333333333326,0.033333333333333215,0.033333333333333326,-0.16666666666666674,90
EMD,15,5,10,bayes,1.0,0.98,1.0,0.9400000000000001,1.0,0.98,0.9400000000000001,0.92,0.98,0.039999999999999925,0.039999999999999925,0.039999999999999925,0.05999999999999994,0.039999999999999925,0.05999999999999994,90
ENG,171,61,110,bayes,0.619,0.8573770491803279,0.991,0.8184798807749628,0.635,0.8166915052160952,0.8181818181818182,0.7719821162444114,0.7481371087928465,0.039195230998509634,0.03889716840536506,0.039195230998509634,0.04470938897168386,-0.07004470938897178,-0.023845007451564926,90
ENPP1,18,10,8,bayes,0.5,0.9625,0.0,1.0,0.0,0.9875,0.875,0.9875,0.8375,0.08750000000000002,-0.03749999999999998,0.08750000000000002,0.0,-0.03749999999999998,-0.15000000000000002,90
EPHB4,79,17,62,bayes,0.5,0.98292220113852,0.842,0.9667931688804554,0.40800000000000003,0.9933586337760911,0.9658444022770398,0.9658444022770398,0.9440227703984819,0.017077798861480198,0.016129032258064613,0.017077798861480198,0.0275142314990513,-0.0218216318785579,-0.0218216318785579,90
ERF,15,6,9,bayes,0.704,0.9259259259259259,1.0,0.8518518518518519,0.0,1.0,0.8518518518518519,1.0,0.8888888888888888,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.0,0.03703703703703698,-0.11111111111111116,90
ETFDH,74,69,5,bayes,0.743,0.9565217391304348,0.9430000000000001,0.9420289855072465,0.5660000000000001,0.9594202898550726,0.9391304347826087,0.9536231884057972,0.8956521739130434,0.017391304347826098,0.01449275362318836,0.017391304347826098,0.005797101449275366,-0.0434782608695653,-0.05797101449275377,90
EXT1,40,29,11,bayes,0.5,1.0,0.5,1.0,0.5,0.9843260188087775,0.9937304075235109,0.9498432601880877,0.9247648902821317,0.006269592476489061,0.0,0.006269592476489061,0.034482758620689724,-0.06896551724137923,-0.02507836990595602,90
EXT2,27,13,14,bayes,0.5,0.8626373626373627,0.20600000000000002,0.9230769230769231,0.31,0.945054945054945,0.8021978021978021,0.9340659340659341,0.8076923076923077,0.06043956043956056,-0.06043956043956045,0.06043956043956056,0.01098901098901095,0.005494505494505586,-0.12637362637362637,90
EYA1,22,9,13,bayes,0.5,1.0,0.8170000000000001,0.982905982905983,0.5,0.9914529914529915,0.9743589743589745,0.9316239316239315,0.9743589743589742,0.02564102564102555,0.017094017094017033,0.02564102564102555,0.05982905982905995,-2.220446049250313e-16,0.042735042735042694,90
EZH2,49,27,22,bayes,0.992,0.8905723905723906,1.0,0.7188552188552189,0.381,0.9966329966329966,0.7188552188552189,0.9932659932659932,0.8888888888888888,0.1717171717171717,0.1717171717171717,0.1717171717171717,0.0033670033670034627,0.17003367003366998,-0.10437710437710435,90
F11,38,32,6,bayes,0.0,0.8854166666666667,0.876,0.9010416666666667,0.088,0.9270833333333334,0.8854166666666667,0.9218749999999999,0.8125000000000001,0.0,-0.015625,0.0,0.005208333333333481,-0.07291666666666663,-0.10937499999999978,90
F2,17,11,6,bayes,0.5,0.8787878787878788,0.306,0.9090909090909092,0.591,0.8787878787878788,0.8333333333333333,0.8333333333333333,0.7575757575757576,0.045454545454545525,-0.030303030303030387,0.045454545454545525,0.045454545454545525,-0.07575757575757569,-0.07575757575757569,90
F7,29,23,6,bayes,0.07100000000000001,0.9130434782608696,0.735,0.9202898550724637,0.436,0.9782608695652174,0.8985507246376813,0.9710144927536232,0.8623188405797102,0.01449275362318836,-0.007246376811594124,0.01449275362318836,0.007246376811594235,-0.036231884057971064,-0.10869565217391297,90
F9,130,112,18,bayes,0.5,0.8720238095238095,0.637,0.8591269841269842,0.296,0.9171626984126985,0.8506944444444445,0.9107142857142857,0.8283730158730159,0.021329365079365004,0.012896825396825351,0.021329365079365004,0.0064484126984127865,-0.022321428571428603,-0.08234126984126977,90
FA2H,18,12,6,bayes,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.9027777777777778,0.9166666666666666,0.0,0.0,0.0,0.09722222222222221,-0.08333333333333337,0.01388888888888884,90
FARS2,23,16,7,bayes,0.317,1.0,1.0,0.9910714285714286,0.165,0.9910714285714286,0.9910714285714286,0.9642857142857143,0.9285714285714286,0.008928571428571397,0.008928571428571397,0.008928571428571397,0.0267857142857143,-0.0625,-0.0357142857142857,90
FARSB,11,6,5,bayes,0.0,0.9333333333333333,1.0,0.9333333333333333,0.653,0.8333333333333334,0.9333333333333333,0.7666666666666666,0.8,0.0,0.0,0.0,0.06666666666666676,-0.1333333333333333,0.03333333333333344,90
FBXO11,90,44,46,bayes,0.033,0.8947628458498024,0.855,0.8967391304347826,0.017,0.8656126482213438,0.8927865612648221,0.8641304347826088,0.749505928853755,0.0019762845849802257,-0.0019762845849802257,0.0019762845849802257,0.0014822134387350028,-0.14328063241106714,-0.11462450592885376,90
FBXO7,19,5,14,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90
FECH,11,5,6,bayes,0.0,1.0,1.0,1.0,0.0,0.8666666666666667,1.0,0.8666666666666667,0.7666666666666667,0.0,0.0,0.0,0.0,-0.23333333333333328,-0.09999999999999998,90
FGD1,25,8,17,bayes,0.0,0.9191176470588235,0.5,0.9338235294117647,0.0,0.9264705882352942,0.9191176470588235,0.9264705882352942,0.7205882352941176,0.0,-0.014705882352941235,0.0,0.0,-0.19852941176470584,-0.20588235294117652,90
FGFR1,79,67,12,bayes,0.0,0.958955223880597,0.88,0.9601990049751243,0.0,0.9987562189054726,0.958955223880597,0.9987562189054726,0.8345771144278606,0.0,-0.0012437810945273853,0.0,0.0,-0.12437810945273631,-0.16417910447761197,90
FGFR2,75,68,7,bayes,0.81,0.9726890756302521,0.254,0.9642857142857143,0.5,0.9978991596638656,0.9474789915966385,0.9915966386554622,0.9558823529411765,0.025210084033613578,0.008403361344537785,0.025210084033613578,0.006302521008403339,0.008403361344538007,-0.0357142857142857,90
FGFR3,49,32,17,bayes,0.682,0.9375,0.76,0.8841911764705882,0.5760000000000001,0.9356617647058822,0.8786764705882353,0.9191176470588235,0.9209558823529411,0.05882352941176472,0.0533088235294118,0.05882352941176472,0.016544117647058765,0.04227941176470584,0.0018382352941176405,90
FH,106,101,5,bayes,1.0,0.9920792079207921,0.863,0.8217821782178217,0.5,0.996039603960396,0.8178217821782178,0.9920792079207921,0.9920792079207921,0.1742574257425743,0.17029702970297034,0.1742574257425743,0.003960396039603964,0.1742574257425743,0.0,90
FLCN,13,7,6,bayes,0.4,0.9761904761904763,0.652,0.9761904761904763,0.0,0.9285714285714286,0.8571428571428572,0.9285714285714286,0.7142857142857143,0.11904761904761907,0.0,0.11904761904761907,0.0,-0.1428571428571429,-0.2142857142857143,90
FMO3,27,16,11,bayes,0.5,0.9147727272727273,1.0,0.8636363636363636,0.805,0.8920454545454545,0.8636363636363636,0.8352272727272727,0.8352272727272727,0.051136363636363646,0.051136363636363646,0.051136363636363646,0.05681818181818177,-0.02840909090909094,0.0,90
FOXF1,18,12,6,bayes,0.5,1.0,1.0,0.9861111111111112,0.881,1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.01388888888888884,0.01388888888888884,0.01388888888888884,0.01388888888888884,0.0,0.0,90
FOXG1,145,75,70,bayes,0.986,0.8940952380952382,0.893,0.773904761904762,0.431,0.9773333333333333,0.7725714285714286,0.9742857142857143,0.8939047619047619,0.12152380952380959,0.12019047619047618,0.12152380952380959,0.0030476190476189657,0.1213333333333333,-0.08038095238095244,90
FOXH1,11,6,5,bayes,1.0,0.9,0.0,0.8,1.0,0.9,0.8,0.8333333333333334,0.9,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.06666666666666665,0.09999999999999998,0.06666666666666665,90
FOXP1,58,20,38,bayes,0.126,0.8657894736842106,0.163,0.8644736842105264,0.5,0.9328947368421052,0.8552631578947368,0.9131578947368421,0.8539473684210526,0.010526315789473717,0.001315789473684159,0.010526315789473717,0.019736842105263164,-0.0013157894736842701,-0.05921052631578949,90
FOXP3,39,17,22,bayes,1.0,0.8796791443850267,0.115,0.7272727272727273,0.5,0.9117647058823529,0.6711229946524064,0.8636363636363636,0.8796791443850267,0.20855614973262027,0.1524064171122994,0.20855614973262027,0.048128342245989275,0.20855614973262027,0.016042780748663055,90
FOXRED1,14,5,9,bayes,0.0,0.8888888888888888,0.0,0.9111111111111112,0.389,0.9555555555555555,0.8888888888888888,0.9333333333333332,0.8,0.0,-0.022222222222222365,0.0,0.022222222222222254,-0.0888888888888888,-0.1333333333333332,90
FRMD7,35,10,25,bayes,0.525,0.892,0.782,0.8480000000000001,0.281,0.912,0.844,0.904,0.788,0.04800000000000004,0.04399999999999993,0.04800000000000004,0.008000000000000007,-0.05599999999999994,-0.11599999999999999,90
FUCA1,17,6,11,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8484848484848485,0.0,0.0,0.0,0.0,-0.1515151515151515,-0.1515151515151515,90
FUS,21,14,7,bayes,1.0,0.6020408163265306,1.0,0.5612244897959183,0.0,0.8367346938775511,0.5612244897959183,0.8367346938775511,0.6020408163265306,0.04081632653061229,0.04081632653061229,0.04081632653061229,0.0,0.04081632653061229,-0.23469387755102045,90
FZD4,19,11,8,bayes,0.5,0.9431818181818181,0.325,0.9431818181818181,0.5,0.9090909090909092,0.9090909090909091,0.9090909090909091,0.875,0.03409090909090906,0.0,0.03409090909090906,1.1102230246251565e-16,-0.03409090909090906,-0.03409090909090906,90
GAA,196,182,14,bayes,0.245,0.9646781789638933,0.911,0.9623233908948196,0.262,0.9823390894819466,0.9623233908948194,0.9748822605965463,0.8551805337519622,0.0023547880690738543,0.0023547880690737433,0.0023547880690738543,0.007456828885400335,-0.1071428571428572,-0.11970172684458402,90
GABBR2,82,8,74,bayes,0.0,0.7939189189189189,0.753,0.804054054054054,0.049,0.8192567567567568,0.7939189189189189,0.8175675675675675,0.6097972972972974,0.0,-0.010135135135135087,0.0,0.0016891891891892552,-0.1841216216216215,-0.20777027027027017,90
GABRA1,58,43,15,bayes,0.632,0.8496124031007751,0.562,0.8186046511627907,0.6960000000000001,0.8465116279069766,0.8046511627906976,0.813953488372093,0.8155038759689923,0.04496124031007753,0.03100775193798444,0.04496124031007753,0.03255813953488362,0.010852713178294726,0.0015503875968992942,90
GABRA2,21,9,12,bayes,0.0,0.8796296296296297,1.0,0.8796296296296297,0.0,0.8148148148148149,0.8796296296296297,0.8148148148148149,0.75,0.0,0.0,0.0,0.0,-0.12962962962962965,-0.06481481481481488,90
GABRB2,74,35,39,bayes,0.5,0.9457875457875458,0.482,0.947985347985348,0.359,0.9604395604395604,0.9157509157509158,0.9545787545787545,0.9062271062271064,0.03003663003662993,-0.00219780219780219,0.03003663003662993,0.00586080586080584,-0.009523809523809379,-0.04835164835164807,90
GABRB3,53,37,16,bayes,0.6990000000000001,0.9442567567567568,0.519,0.9290540540540542,0.11,0.9797297297297298,0.9121621621621622,0.9797297297297297,0.9239864864864865,0.03209459459459463,0.01520270270270263,0.03209459459459463,1.1102230246251565e-16,0.011824324324324342,-0.0557432432432432,90
GABRG2,33,24,9,bayes,0.0,0.9907407407407407,1.0,0.9907407407407407,0.732,0.9722222222222223,0.9907407407407407,0.962962962962963,0.9305555555555556,0.0,0.0,0.0,0.0092592592592593,-0.06018518518518512,-0.03240740740740744,90
GALC,77,70,7,bayes,0.156,0.9653061224489796,0.87,0.9653061224489796,0.019,0.9448979591836736,0.9571428571428572,0.942857142857143,0.5408163265306123,0.008163265306122436,0.0,0.008163265306122436,0.0020408163265306367,-0.4163265306122449,-0.40204081632653066,90
GALNS,75,65,10,bayes,0.388,0.8415384615384616,0.578,0.8276923076923077,0.0,0.893846153846154,0.8046153846153846,0.893846153846154,0.7200000000000001,0.03692307692307695,0.013846153846153841,0.03692307692307695,0.0,-0.08461538461538454,-0.17384615384615387,90
GAMT,33,28,5,bayes,0.364,0.9857142857142858,0.649,0.9571428571428572,0.184,0.8714285714285714,0.95,0.8642857142857142,0.6571428571428571,0.03571428571428581,0.02857142857142858,0.03571428571428581,0.0071428571428572285,-0.2928571428571428,-0.20714285714285707,90
GARS1,28,17,11,bayes,0.853,0.9358288770053476,0.86,0.7967914438502673,0.456,0.9625668449197861,0.7914438502673796,0.946524064171123,0.9251336898395721,0.14438502673796794,0.13903743315508021,0.14438502673796794,0.016042780748663055,0.1336898395721925,-0.021390374331550888,90
GATA1,26,10,16,bayes,1.0,0.93125,1.0,0.775,1.0,0.93125,0.775,0.8875000000000001,0.93125,0.15625,0.15625,0.15625,0.043749999999999956,0.15625,0.043749999999999956,90
GATA2,52,37,15,bayes,0.73,0.981981981981982,0.8160000000000001,0.8864864864864865,0.0,1.0,0.8846846846846848,1.0,0.9801801801801803,0.0972972972972973,0.09549549549549552,0.0972972972972973,0.0,0.09549549549549552,-0.01981981981981973,90
GATA4,15,7,8,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90
GBA2,12,5,7,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,-0.4,-0.4,90
GBE1,26,18,8,bayes,0.5,0.9236111111111112,0.577,0.9305555555555556,0.624,0.9097222222222222,0.9166666666666667,0.8888888888888888,0.8333333333333334,0.00694444444444442,-0.00694444444444442,0.00694444444444442,0.02083333333333337,-0.08333333333333337,-0.05555555555555547,90
GCK,272,262,10,bayes,0.135,0.8549618320610688,1.0,0.8534351145038168,0.42,0.8870229007633588,0.8534351145038168,0.8767175572519084,0.7824427480916031,0.0015267175572519776,0.0015267175572519776,0.0015267175572519776,0.010305343511450404,-0.07099236641221374,-0.09427480916030528,90
GCM2,15,7,8,bayes,0.268,0.625,1.0,0.6071428571428571,0.0,0.6964285714285714,0.6071428571428571,0.6964285714285714,0.44642857142857145,0.017857142857142905,0.017857142857142905,0.017857142857142905,0.0,-0.16071428571428564,-0.24999999999999994,90
GFAP,55,47,8,bayes,0.757,0.9202127659574468,0.07200000000000001,0.8803191489361702,0.679,0.9601063829787234,0.8590425531914894,0.9441489361702128,0.9042553191489362,0.061170212765957466,0.039893617021276584,0.061170212765957466,0.015957446808510634,0.04521276595744683,-0.039893617021276584,90
GFM1,23,10,13,bayes,0.122,0.9307692307692308,0.0,0.9538461538461538,0.0,0.9153846153846154,0.9153846153846154,0.9153846153846154,0.7846153846153847,0.015384615384615441,-0.023076923076922995,0.015384615384615441,0.0,-0.13076923076923064,-0.13076923076923064,90
GHR,17,5,12,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8166666666666667,0.0,0.0,0.0,0.0,-0.18333333333333335,-0.18333333333333335,90
GHRHR,14,6,8,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8958333333333333,0.0,0.0,0.0,0.0,-0.10416666666666674,-0.10416666666666674,90
GJA3,30,24,6,bayes,0.877,1.0,1.0,0.9652777777777778,0.0,1.0,0.9652777777777778,1.0,0.9930555555555556,0.03472222222222221,0.03472222222222221,0.03472222222222221,0.0,0.02777777777777779,-0.00694444444444442,90
GJA8,39,31,8,bayes,1.0,0.9959677419354839,1.0,0.9758064516129032,0.0,1.0,0.9758064516129032,1.0,0.9959677419354839,0.020161290322580627,0.020161290322580627,0.020161290322580627,0.0,0.020161290322580627,-0.0040322580645161255,90
GLA,177,171,6,bayes,0.0,0.7787524366471735,1.0,0.7787524366471735,0.0,0.797270955165692,0.7787524366471735,0.797270955165692,0.6432748538011696,0.0,0.0,0.0,0.0,-0.13547758284600397,-0.15399610136452246,90
GLB1,97,89,8,bayes,0.157,0.976123595505618,1.0,0.9747191011235955,0.14,0.9873595505617978,0.9747191011235955,0.9859550561797753,0.7471910112359551,0.001404494382022503,0.001404494382022503,0.001404494382022503,0.001404494382022503,-0.2275280898876404,-0.2387640449438202,90
GLDC,90,78,12,bayes,0.456,0.8985042735042735,0.438,0.811965811965812,0.329,0.9465811965811965,0.8066239316239318,0.9316239316239316,0.8888888888888888,0.09188034188034178,0.08653846153846156,0.09188034188034178,0.014957264957264904,0.08226495726495708,-0.042735042735042805,90
GLDN,20,9,11,bayes,0.5,0.9494949494949495,0.5,0.9393939393939393,0.671,0.9494949494949494,0.9292929292929293,0.9393939393939394,0.8585858585858586,0.02020202020202022,0.010101010101010166,0.02020202020202022,0.010101010101009944,-0.07070707070707072,-0.08080808080808088,90
GLRA1,28,22,6,bayes,0.5,1.0,0.0,0.9772727272727273,0.5,1.0,0.9772727272727273,0.9848484848484849,0.9772727272727273,0.022727272727272707,0.022727272727272707,0.022727272727272707,0.015151515151515138,0.0,-0.007575757575757569,90
GLUD1,15,10,5,bayes,0.201,0.74,0.099,0.74,0.322,0.7,0.7,0.62,0.6399999999999999,0.040000000000000036,0.0,0.040000000000000036,0.07999999999999996,-0.06000000000000005,0.019999999999999907,90
GNAO1,66,52,14,bayes,0.9510000000000001,0.9862637362637363,0.8300000000000001,0.9711538461538461,0.599,0.989010989010989,0.9684065934065934,0.9766483516483517,0.9848901098901099,0.017857142857142905,0.015109890109890167,0.017857142857142905,0.012362637362637319,0.016483516483516536,0.008241758241758212,90
GNB1,29,18,11,bayes,0.5,0.8232323232323232,1.0,0.8080808080808081,0.8200000000000001,0.7979797979797979,0.8080808080808081,0.7777777777777778,0.7727272727272727,0.015151515151515138,0.015151515151515138,0.015151515151515138,0.02020202020202011,-0.03535353535353536,-0.005050505050505083,90
GP1BA,20,13,7,bayes,1.0,0.967032967032967,1.0,0.8901098901098901,0.78,0.9670329670329672,0.8901098901098901,0.945054945054945,0.967032967032967,0.07692307692307698,0.07692307692307698,0.07692307692307698,0.021978021978022122,0.07692307692307698,0.02197802197802201,90
GPAA1,11,5,6,bayes,0.0,1.0,1.0,1.0,0.0,0.9000000000000001,1.0,0.9000000000000001,0.7666666666666666,0.0,0.0,0.0,0.0,-0.2333333333333334,-0.13333333333333353,90
GPI,14,9,5,bayes,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.8222222222222223,1.0,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.1777777777777777,0.06666666666666665,0.1777777777777777,90
GPR143,25,14,11,bayes,0.679,0.8636363636363636,0.355,0.8636363636363636,0.14100000000000001,0.8766233766233766,0.7792207792207793,0.8701298701298701,0.7922077922077922,0.08441558441558439,0.0,0.08441558441558439,0.006493506493506551,0.012987012987012991,-0.07792207792207784,90
GRIA2,28,22,6,bayes,1.0,1.0,0.0,1.0,1.0,1.0,0.9848484848484849,0.9545454545454546,1.0,0.015151515151515138,0.0,0.015151515151515138,0.045454545454545414,0.015151515151515138,0.045454545454545414,90
GRIA3,21,14,7,bayes,1.0,1.0,0.5,0.9795918367346939,1.0,1.0,0.9693877551020409,0.989795918367347,1.0,0.030612244897959107,0.020408163265306145,0.030612244897959107,0.010204081632652962,0.030612244897959107,0.010204081632652962,90
GRIA4,13,5,8,bayes,0.5,0.775,1.0,0.7500000000000001,0.0,0.95,0.7500000000000001,0.95,0.7,0.02499999999999991,0.02499999999999991,0.02499999999999991,0.0,-0.050000000000000155,-0.25,90
GRIN1,97,61,36,bayes,0.5740000000000001,0.8592896174863389,0.9470000000000001,0.8110200364298725,0.601,0.8438069216757742,0.8101092896174863,0.7714025500910746,0.8069216757741348,0.049180327868852625,0.04826958105646639,0.049180327868852625,0.07240437158469959,-0.0031876138433515333,0.03551912568306015,90
GRM6,28,7,21,bayes,0.5,0.9931972789115646,0.0,1.0,0.5,0.9863945578231292,0.9659863945578231,0.9455782312925171,0.9523809523809524,0.027210884353741527,-0.006802721088435382,0.027210884353741527,0.04081632653061218,-0.013605442176870652,0.006802721088435382,90
GTPBP3,18,8,10,bayes,0.612,1.0,0.0,0.9375,0.874,1.0,0.9125,0.925,0.9875,0.08750000000000002,0.0625,0.08750000000000002,0.07499999999999996,0.07500000000000007,0.0625,90
HADHA,22,11,11,bayes,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.9834710743801652,0.9421487603305785,0.0,0.0,0.0,0.016528925619834767,-0.05785123966942152,-0.04132231404958675,90
HBA1,20,11,9,bayes,0.089,0.7171717171717171,0.0,0.7777777777777778,0.0,0.6868686868686869,0.7070707070707071,0.6868686868686869,0.3434343434343434,0.010101010101010055,-0.06060606060606066,0.010101010101010055,0.0,-0.36363636363636365,-0.3434343434343434,90
HBA2,34,19,15,bayes,0.47300000000000003,0.8070175438596491,0.0,0.8385964912280702,0.076,0.7929824561403508,0.7894736842105263,0.7894736842105263,0.6736842105263158,0.01754385964912275,-0.03157894736842115,0.01754385964912275,0.0035087719298244613,-0.11578947368421055,-0.11578947368421055,90
HBB,35,27,8,bayes,0.395,0.8472222222222222,0.5,0.8472222222222222,0.5670000000000001,0.7870370370370371,0.8009259259259259,0.6712962962962963,0.7083333333333333,0.04629629629629628,0.0,0.04629629629629628,0.11574074074074081,-0.09259259259259267,0.03703703703703698,90
HCN1,71,24,47,bayes,0.154,0.8865248226950354,0.937,0.8812056737588654,0.331,0.9450354609929078,0.8812056737588653,0.9379432624113475,0.6835106382978724,0.005319148936170137,0.005319148936170026,0.005319148936170137,0.007092198581560294,-0.19769503546099287,-0.2544326241134751,90
HCN2,21,7,14,bayes,0.0,0.979591836734694,1.0,0.979591836734694,0.0,1.0,0.979591836734694,1.0,0.8775510204081632,0.0,0.0,0.0,0.0,-0.10204081632653073,-0.12244897959183676,90
HDAC8,39,26,13,bayes,0.5,0.9792899408284024,0.5,0.9763313609467454,0.585,0.9792899408284024,0.9408284023668639,0.9704142011834319,0.9615384615384616,0.038461538461538436,0.002958579881656931,0.038461538461538436,0.00887573964497046,0.020710059171597628,-0.008875739644970349,90
HEXB,27,16,11,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8295454545454546,0.0,0.0,0.0,0.0,-0.17045454545454541,-0.17045454545454541,90
HGD,42,35,7,bayes,0.0,0.9877551020408164,0.5,0.9918367346938776,1.0,0.9836734693877551,0.9877551020408164,0.9714285714285715,0.9836734693877551,0.0,-0.004081632653061162,0.0,0.012244897959183598,-0.004081632653061273,0.012244897959183598,90
HGSNAT,18,11,7,bayes,0.5,1.0,0.0,0.9610389610389611,0.5,1.0,0.9350649350649352,0.9870129870129871,0.8961038961038961,0.06493506493506485,0.03896103896103886,0.06493506493506485,0.01298701298701288,-0.038961038961039085,-0.09090909090909105,90
HLCS,20,11,9,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7171717171717172,0.0,0.0,0.0,0.0,-0.28282828282828276,-0.28282828282828276,90
HNF1A,128,106,22,bayes,0.0,0.8447684391080619,1.0,0.8447684391080619,0.0,0.9463979416809605,0.8447684391080619,0.9463979416809605,0.7277015437392795,0.0,0.0,0.0,0.0,-0.11706689536878234,-0.21869639794168094,90
HNF4A,56,51,5,bayes,1.0,0.9568627450980393,0.763,0.9137254901960783,0.525,0.984313725490196,0.9098039215686273,0.9568627450980391,0.9568627450980393,0.04705882352941193,0.043137254901960964,0.04705882352941193,0.027450980392156876,0.04705882352941193,1.1102230246251565e-16,90
HNRNPK,19,14,5,bayes,0.0,0.9714285714285714,1.0,0.9714285714285714,0.0,0.9285714285714286,0.9714285714285714,0.9285714285714286,0.8142857142857143,0.0,0.0,0.0,0.0,-0.15714285714285714,-0.11428571428571432,90
HNRNPU,81,9,72,bayes,0.075,0.7376543209876544,0.459,0.7592592592592593,0.0,0.8981481481481481,0.736111111111111,0.8981481481481481,0.2762345679012346,0.0015432098765433278,-0.021604938271604923,0.0015432098765433278,0.0,-0.4598765432098765,-0.6219135802469136,90
HPS1,13,5,8,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.55,0.0,0.0,0.0,0.0,-0.44999999999999996,-0.44999999999999996,90
HRAS,31,23,8,bayes,0.0,1.0,1.0,1.0,0.177,0.9836956521739131,1.0,0.9782608695652174,0.9565217391304348,0.0,0.0,0.0,0.005434782608695676,-0.04347826086956519,-0.021739130434782594,90
HSD17B10,15,10,5,bayes,0.0,1.0,1.0,1.0,0.87,1.0,1.0,0.9,0.9800000000000001,0.0,0.0,0.0,0.09999999999999998,-0.019999999999999907,0.08000000000000007,90
HSD17B4,35,25,10,bayes,0.043000000000000003,0.98,1.0,0.9760000000000001,0.0,0.96,0.9760000000000001,0.96,0.876,0.0039999999999998925,0.0039999999999998925,0.0039999999999998925,0.0,-0.10000000000000009,-0.08399999999999996,90
