gene,model,fold,raw_calm_weight,training_sd_plm,training_sd_calm,standardized_equivalent_calm_weight
DEGS1,ESM-2 650M + CaLM,1,0.1,3.110213815281764,2.7435221677333503,0.08926247963448346
DEGS1,ESM-2 650M + CaLM,2,0.1,3.9251861540812807,3.807274021269914,0.09728826450855144
DEGS1,ESM-2 650M + CaLM,3,0.86,3.9150697133685055,3.7638744222917744,0.8551905648113627
DEGS1,ESM-2 650M + CaLM,4,0.46,3.9902754638342848,3.6123093753264865,0.43539919709053426
DEGS1,ESM-2 650M + CaLM,5,0.0,4.0406238636655445,3.6996663148069313,0.0
DEGS1,ESM-1b 650M + CaLM,1,0.0,4.3932046895912364,3.0312871367034715,0.0
DEGS1,ESM-1b 650M + CaLM,2,0.0,4.1173878861522075,3.7772386539769447,0.0
DEGS1,ESM-1b 650M + CaLM,3,0.0,4.874717996163496,3.8138730394801312,0.0
DEGS1,ESM-1b 650M + CaLM,4,0.0,4.13526892480697,3.5385060422608134,0.0
DEGS1,ESM-1b 650M + CaLM,5,0.0,4.823888068368547,3.6523867367756098,0.0
DKC1,ESM-2 650M + CaLM,1,0.0,2.9421098658632387,2.6224802943389864,0.0
DKC1,ESM-2 650M + CaLM,2,0.29,2.9307853540886817,2.3832971127469333,0.24933359698562568
DKC1,ESM-2 650M + CaLM,3,0.29,2.730365418287303,2.4018461408684755,0.26433029031593147
DKC1,ESM-2 650M + CaLM,4,0.0,2.8326158709417526,2.555938384236277,0.0
DKC1,ESM-2 650M + CaLM,5,0.29,3.1420609496605993,2.14676770559102,0.21818076042691653
DKC1,ESM-1b 650M + CaLM,1,0.18,3.408672224047782,2.452225546883585,0.136381580755266
DKC1,ESM-1b 650M + CaLM,2,0.66,3.423527601988268,2.546953197807896,0.5908597217078634
DKC1,ESM-1b 650M + CaLM,3,0.66,3.548243330613652,2.3885565465392564,0.566486620055541
DKC1,ESM-1b 650M + CaLM,4,0.41,3.2775063385128,2.486684190521668,0.34522436970775866
DKC1,ESM-1b 650M + CaLM,5,0.66,3.458439418115285,2.2204521030185576,0.5548255693343723
DLL4,ESM-2 650M + CaLM,1,0.3,4.0291382466747026,3.063761205588558,0.24578745392939033
DLL4,ESM-2 650M + CaLM,2,0.3,3.9897450615623296,2.9799156169900525,0.24248009105069201
DLL4,ESM-2 650M + CaLM,3,0.3,4.332153718394132,3.38185268809938,0.25068937741300823
DLL4,ESM-2 650M + CaLM,4,0.3,4.200374841357606,3.315506360950116,0.2527760030209221
DLL4,ESM-2 650M + CaLM,5,0.0,4.280214104026389,3.2383573286056393,0.0
DLL4,ESM-1b 650M + CaLM,1,0.09,4.326045328535982,3.236294336686499,0.06889042402014812
DLL4,ESM-1b 650M + CaLM,2,0.03,4.671531712272818,3.4337137948645613,0.022227575661225248
DLL4,ESM-1b 650M + CaLM,3,0.09,4.411895237262962,3.050595041170971,0.06400777447180926
DLL4,ESM-1b 650M + CaLM,4,0.06,4.386129814006258,3.3499398351895078,0.04648434855460619
DLL4,ESM-1b 650M + CaLM,5,0.09,3.9878605989480347,2.884699436655546,0.06676555710888053
DNAI1,ESM-2 650M + CaLM,1,0.72,3.9187335862861636,3.201156117621688,0.6774778632909179
DNAI1,ESM-2 650M + CaLM,2,0.0,4.151669079899868,2.8538708310717658,0.0
DNAI1,ESM-2 650M + CaLM,3,0.01,4.089831978414248,2.822177452493858,0.006921927551606635
DNAI1,ESM-2 650M + CaLM,4,0.72,4.165321781481454,2.6927006570838725,0.6243874031665175
DNAI1,ESM-2 650M + CaLM,5,0.72,3.8340824127637334,2.4310872717040333,0.6198402120552203
DNAI1,ESM-1b 650M + CaLM,1,0.25,4.710318396963701,2.9159189670629377,0.1710530001010405
DNAI1,ESM-1b 650M + CaLM,2,0.25,4.339653713238021,3.187335529111641,0.19667266336317124
DNAI1,ESM-1b 650M + CaLM,3,0.25,4.4176005458736665,2.3666483680369153,0.15151931516024136
DNAI1,ESM-1b 650M + CaLM,4,0.0,4.517627180220897,2.542264154978045,0.0
DNAI1,ESM-1b 650M + CaLM,5,0.25,4.733898347132281,3.007611230586497,0.17476655845697114
DNM1,ESM-2 650M + CaLM,1,0.65,3.1647250651217447,3.026016536040202,0.6397363707451025
DNM1,ESM-2 650M + CaLM,2,0.68,3.415318342094769,3.1031707858154056,0.6587942309613871
DNM1,ESM-2 650M + CaLM,3,0.34,3.264802151028059,3.1610714840168095,0.33279240792484016
DNM1,ESM-2 650M + CaLM,4,0.68,3.3414510003584437,3.108571000061271,0.6640800459081286
DNM1,ESM-2 650M + CaLM,5,0.64,3.2096917321044613,3.0592892628485866,0.6288699335758445
DNM1,ESM-1b 650M + CaLM,1,0.43,4.687056795359844,3.0761905061198873,0.3311553974955206
DNM1,ESM-1b 650M + CaLM,2,0.15,4.2526185177520315,3.068525926756557,0.11295174629404874
DNM1,ESM-1b 650M + CaLM,3,0.43,4.533062454304324,2.9739929572701174,0.3310713654789308
DNM1,ESM-1b 650M + CaLM,4,0.15,4.523178685841253,3.273076781006896,0.11323792274508386
DNM1,ESM-1b 650M + CaLM,5,0.13,4.343961587896296,3.083880669926687,0.09590669823053818
DNM2,ESM-2 650M + CaLM,1,0.46,3.181969246357931,2.7747679316701315,0.4262235712891762
DNM2,ESM-2 650M + CaLM,2,0.65,3.701282562665049,2.8664051619581845,0.5898677034421732
DNM2,ESM-2 650M + CaLM,3,0.71,3.77564271133526,3.0399817917769747,0.6634406629799823
DNM2,ESM-2 650M + CaLM,4,0.0,3.437014332385341,2.820221946408788,0.0
DNM2,ESM-2 650M + CaLM,5,0.41,3.5368202379692923,2.6747035475071943,0.34448855120211913
DNM2,ESM-1b 650M + CaLM,1,0.0,3.4367309832339497,2.8021035999298785,0.0
DNM2,ESM-1b 650M + CaLM,2,0.0,3.5628255347756044,2.8817328196691467,0.0
DNM2,ESM-1b 650M + CaLM,3,0.0,3.8029608427759722,2.8474749519232136,0.0
DNM2,ESM-1b 650M + CaLM,4,0.0,3.754956960876909,2.599293094709293,0.0
DNM2,ESM-1b 650M + CaLM,5,0.0,3.716944370682379,3.029182211492023,0.0
DOK7,ESM-2 650M + CaLM,1,0.0,1.7937418499715767,0.8912322923779328,0.0
DOK7,ESM-2 650M + CaLM,2,0.0,1.4510247785562878,0.9636682445939894,0.0
DOK7,ESM-2 650M + CaLM,3,0.0,1.8857937040887303,1.0087747042285427,0.0
DOK7,ESM-2 650M + CaLM,4,0.0,1.770500302581353,1.048935781660844,0.0
DOK7,ESM-2 650M + CaLM,5,0.0,1.5722542927926761,0.9083180924699864,0.0
DOK7,ESM-1b 650M + CaLM,1,0.0,3.1503801836042054,1.0335378303135732,0.0
DOK7,ESM-1b 650M + CaLM,2,0.0,3.558218884956742,1.0383447357349886,0.0
DOK7,ESM-1b 650M + CaLM,3,0.09,3.7318564303798603,0.7954974038564258,0.02064687226348289
DOK7,ESM-1b 650M + CaLM,4,0.0,3.8327860649295715,0.9066135941524962,0.0
DOK7,ESM-1b 650M + CaLM,5,0.0,3.8265614106412396,1.0003712051042692,0.0
DPF2,ESM-2 650M + CaLM,1,0.0,3.455234600301416,3.5712186258342595,0.0
DPF2,ESM-2 650M + CaLM,2,0.0,3.6314141270982305,3.6306032557747,0.0
DPF2,ESM-2 650M + CaLM,3,0.0,3.738857966350568,3.725363404993287,0.0
DPF2,ESM-2 650M + CaLM,4,0.0,3.613575900316306,3.767590385095399,0.0
DPF2,ESM-2 650M + CaLM,5,0.0,3.372379923006996,3.3760999731713186,0.0
DPF2,ESM-1b 650M + CaLM,1,0.2,4.585295769011877,3.786310660100706,0.17111339879921703
DPF2,ESM-1b 650M + CaLM,2,0.2,4.680415748844235,3.5142625870639335,0.15804435817320123
DPF2,ESM-1b 650M + CaLM,3,0.0,4.844820544961364,3.4797051199164875,0.0
DPF2,ESM-1b 650M + CaLM,4,0.0,4.390711518908594,3.701506937893696,0.0
DPF2,ESM-1b 650M + CaLM,5,0.2,4.647613934838277,3.6467511247388864,0.1639932185290571
DYRK1A,ESM-2 650M + CaLM,1,0.08,3.7830460158518306,2.863384829327425,0.061752917160583516
DYRK1A,ESM-2 650M + CaLM,2,0.14,3.8962963132180493,2.8951468343345197,0.10790893169046659
DYRK1A,ESM-2 650M + CaLM,3,0.0,3.8671729458427033,2.883329453451086,0.0
DYRK1A,ESM-2 650M + CaLM,4,0.0,3.856833422038478,2.830939656384097,0.0
DYRK1A,ESM-2 650M + CaLM,5,0.0,3.8089253203651725,2.863550686113483,0.0
DYRK1A,ESM-1b 650M + CaLM,1,0.35,5.067918161451023,2.758710276529366,0.2266708075872022
DYRK1A,ESM-1b 650M + CaLM,2,0.42,5.265593708576983,2.913424559528087,0.28605168044237855
DYRK1A,ESM-1b 650M + CaLM,3,0.51,5.28123261972629,2.94097199749414,0.36692903782678166
DYRK1A,ESM-1b 650M + CaLM,4,0.42,5.078799106900971,2.8493619192404367,0.28889574974036314
DYRK1A,ESM-1b 650M + CaLM,5,0.47,5.21214113993127,2.8697162544537886,0.32807116314902957
EBF3,ESM-2 650M + CaLM,1,0.0,1.6971582367776517,0.9327117606120549,0.0
EBF3,ESM-2 650M + CaLM,2,0.87,1.5285295661629734,0.9231459358191336,0.8016572589701063
EBF3,ESM-2 650M + CaLM,3,0.99,1.737821169252925,0.9963743395520575,0.9826873824885859
EBF3,ESM-2 650M + CaLM,4,0.92,1.70875279301383,1.0342625192907886,0.8743820140077401
EBF3,ESM-2 650M + CaLM,5,0.0,1.4153789673308068,0.988059944484112,0.0
EBF3,ESM-1b 650M + CaLM,1,0.44,3.9595646569551333,1.0087840468495313,0.16678996189059087
EBF3,ESM-1b 650M + CaLM,2,0.0,3.935728333216796,0.9055400907834394,0.0
EBF3,ESM-1b 650M + CaLM,3,0.5700000000000001,3.0906254528150985,1.035693583202018,0.30758138277924946
EBF3,ESM-1b 650M + CaLM,4,0.21,3.5430124512865557,0.9126557883944162,0.06408590550519222
EBF3,ESM-1b 650M + CaLM,5,0.78,3.571494531087802,1.0091863189123627,0.5004566524500773
ECEL1,ESM-2 650M + CaLM,1,0.0,3.4939989513132144,2.712384325244645,0.0
ECEL1,ESM-2 650M + CaLM,2,0.0,3.5502844981852393,2.7066104508153663,0.0
ECEL1,ESM-2 650M + CaLM,3,0.0,3.4797213274847456,2.7444459725150057,0.0
ECEL1,ESM-2 650M + CaLM,4,0.0,3.517131753125394,2.7830698397255555,0.0
ECEL1,ESM-2 650M + CaLM,5,0.0,2.8517171327540343,2.8276465632671153,0.0
ECEL1,ESM-1b 650M + CaLM,1,0.67,3.9677302918195525,2.9055209779436537,0.5978713546838352
ECEL1,ESM-1b 650M + CaLM,2,0.19,4.263676992669047,2.913624126982874,0.138149618242629
ECEL1,ESM-1b 650M + CaLM,3,0.32,4.188453307854846,2.670100103732898,0.23076664595894844
ECEL1,ESM-1b 650M + CaLM,4,0.0,4.2802477514042625,2.444152335813524,0.0
ECEL1,ESM-1b 650M + CaLM,5,0.52,4.524180153887128,2.816238096081281,0.4027567540734002
EDA,ESM-2 650M + CaLM,1,0.34,3.001935407762477,2.1776581084796507,0.27203912677658887
EDA,ESM-2 650M + CaLM,2,0.62,3.0887323628052124,2.2900834778048367,0.5474507056370908
EDA,ESM-2 650M + CaLM,3,0.45,2.9541779622068525,2.2519657737408756,0.3841222534322954
EDA,ESM-2 650M + CaLM,4,0.45,2.894694140437944,2.062903812728087,0.3683188993750251
EDA,ESM-2 650M + CaLM,5,0.66,3.0367517904574255,2.338398166876604,0.5991613413330514
EDA,ESM-1b 650M + CaLM,1,0.49,3.833510073358599,2.1714860415631176,0.35243009892945926
EDA,ESM-1b 650M + CaLM,2,0.6,3.9800334797123753,2.3746125632644017,0.4722807426499179
EDA,ESM-1b 650M + CaLM,3,0.23,4.094052563057041,2.125017590108407,0.13422977754489307
EDA,ESM-1b 650M + CaLM,4,0.47,3.9999835435352105,2.1746014790473143,0.32528489448667913
EDA,ESM-1b 650M + CaLM,5,0.3,4.1605933101758525,2.2816423254150293,0.1903003064904732
EDAR,ESM-2 650M + CaLM,1,0.0,2.1147323788094976,1.6915472627432162,0.0
EDAR,ESM-2 650M + CaLM,2,0.0,2.5551817878084675,1.73203743740231,0.0
EDAR,ESM-2 650M + CaLM,3,0.7000000000000001,2.4835733118771905,1.0795944275143017,0.5035461720904353
EDAR,ESM-2 650M + CaLM,4,0.56,2.3992092712865003,1.6455586450600066,0.4660778833533592
EDAR,ESM-2 650M + CaLM,5,0.75,2.38627439932752,1.7133934680146239,0.6829484183896759
EDAR,ESM-1b 650M + CaLM,1,0.75,3.102812438983459,1.6133906961169502,0.6093644110339501
EDAR,ESM-1b 650M + CaLM,2,0.0,2.3881772905743364,1.6864936527669276,0.0
EDAR,ESM-1b 650M + CaLM,3,0.66,3.0609632500378345,1.6638975102400035,0.513428597750707
EDAR,ESM-1b 650M + CaLM,4,0.0,2.9658201808921807,1.7454449382222168,0.0
EDAR,ESM-1b 650M + CaLM,5,0.95,2.9160897392522194,1.2403040268657648,0.8898835258906624
EEF1A2,ESM-2 650M + CaLM,1,0.0,3.194050935626241,2.167216800316832,0.0
EEF1A2,ESM-2 650M + CaLM,2,0.0,2.870771333557088,2.0546704734191477,0.0
EEF1A2,ESM-2 650M + CaLM,3,0.93,3.3222719049612244,2.0861992399729763,0.8929643164995814
EEF1A2,ESM-2 650M + CaLM,4,0.64,3.1594990503643605,2.1326095003315406,0.545448458385079
EEF1A2,ESM-2 650M + CaLM,5,0.0,2.8055518954159204,1.8994019487018992,0.0
EEF1A2,ESM-1b 650M + CaLM,1,0.24,2.035985828674593,2.2404171909826536,0.2578836440414859
EEF1A2,ESM-1b 650M + CaLM,2,0.38,2.127766849473383,1.9515209617656912,0.35985070657775303
EEF1A2,ESM-1b 650M + CaLM,3,0.38,1.8171787985789034,1.893964606291598,0.38979806847965953
EEF1A2,ESM-1b 650M + CaLM,4,0.64,1.902509939492769,2.1074372021212033,0.6632168418815332
EEF1A2,ESM-1b 650M + CaLM,5,0.38,2.0225567443650627,2.118244934090292,0.3909495058526598
EFNB1,ESM-2 650M + CaLM,1,0.0,3.0479256102818946,0.9917047215318564,0.0
EFNB1,ESM-2 650M + CaLM,2,0.0,2.9045090466849177,0.9022108089567424,0.0
EFNB1,ESM-2 650M + CaLM,3,0.0,3.184503232285787,0.8719923931631317,0.0
EFNB1,ESM-2 650M + CaLM,4,0.0,3.1246066818246425,1.0477207839204314,0.0
EFNB1,ESM-2 650M + CaLM,5,0.0,2.8850272081988737,1.0420035689716123,0.0
EFNB1,ESM-1b 650M + CaLM,1,0.0,3.9007433952136896,0.9959356802995442,0.0
EFNB1,ESM-1b 650M + CaLM,2,0.0,3.9619514830428186,1.0381345253104097,0.0
EFNB1,ESM-1b 650M + CaLM,3,0.0,4.0029366866319815,0.9051117967452408,0.0
EFNB1,ESM-1b 650M + CaLM,4,0.0,4.1828571410940585,1.0663076601583554,0.0
EFNB1,ESM-1b 650M + CaLM,5,0.0,4.307106089778608,0.9167639840269866,0.0
EFTUD2,ESM-2 650M + CaLM,1,0.0,3.593299514214285,3.606612234141833,0.0
EFTUD2,ESM-2 650M + CaLM,2,0.0,3.6329519749785013,3.6184019258852667,0.0
EFTUD2,ESM-2 650M + CaLM,3,0.0,3.3414315114118596,3.5940436259401105,0.0
EFTUD2,ESM-2 650M + CaLM,4,0.0,3.2424131793785556,3.2440382172538067,0.0
EFTUD2,ESM-2 650M + CaLM,5,0.0,3.6798647559304185,3.858709526305707,0.0
EFTUD2,ESM-1b 650M + CaLM,1,0.15,4.374400809733353,3.3846616812503445,0.12013877606887605
EFTUD2,ESM-1b 650M + CaLM,2,0.15,4.306471307508888,3.4810983396242534,0.1248401929656729
EFTUD2,ESM-1b 650M + CaLM,3,0.15,4.364683052716565,3.612471898988717,0.12744349142607408
EFTUD2,ESM-1b 650M + CaLM,4,0.0,4.706785704446013,3.6938102914852267,0.0
EFTUD2,ESM-1b 650M + CaLM,5,0.0,4.502873083761082,3.7378802028363496,0.0
EIF2B5,ESM-2 650M + CaLM,1,0.0,2.7398978398586085,2.133044643002011,0.0
EIF2B5,ESM-2 650M + CaLM,2,0.0,2.8463258520662515,2.450935543528867,0.0
EIF2B5,ESM-2 650M + CaLM,3,0.0,2.9686470421862454,2.749528491834333,0.0
EIF2B5,ESM-2 650M + CaLM,4,0.0,2.7721182078594087,2.566033302466969,0.0
EIF2B5,ESM-2 650M + CaLM,5,0.0,2.5413960801831985,2.757741063375052,0.0
EIF2B5,ESM-1b 650M + CaLM,1,0.0,2.875584706734185,2.2436723139160786,0.0
EIF2B5,ESM-1b 650M + CaLM,2,0.29,2.919042859207817,2.6856648949097117,0.27314752676412873
EIF2B5,ESM-1b 650M + CaLM,3,0.33,3.0587444329061317,2.542006664651276,0.2904425278493862
EIF2B5,ESM-1b 650M + CaLM,4,0.33,3.0945890245543746,2.484475111990382,0.28337557444532546
EIF2B5,ESM-1b 650M + CaLM,5,0.33,3.281277817490186,2.623184757072555,0.28251328672561704
ELAC2,ESM-2 650M + CaLM,1,0.0,2.2884156477651016,2.3623116949847494,0.0
ELAC2,ESM-2 650M + CaLM,2,0.0,2.0762782358741423,2.19168497926553,0.0
ELAC2,ESM-2 650M + CaLM,3,0.0,2.103563254533505,1.9459515157086373,0.0
ELAC2,ESM-2 650M + CaLM,4,0.0,2.303610572460103,2.159785577720399,0.0
ELAC2,ESM-2 650M + CaLM,5,0.0,2.3499791104842687,2.265992305981905,0.0
ELAC2,ESM-1b 650M + CaLM,1,0.0,3.446872740162945,1.7534107721786363,0.0
ELAC2,ESM-1b 650M + CaLM,2,0.0,3.450675882950907,2.2742375737880107,0.0
ELAC2,ESM-1b 650M + CaLM,3,0.0,3.863307130264837,2.0289525989834756,0.0
ELAC2,ESM-1b 650M + CaLM,4,0.75,3.954195615894261,2.3773479564273665,0.6433239944724722
ELAC2,ESM-1b 650M + CaLM,5,0.0,3.588934794519033,2.3363084147952975,0.0
ELANE,ESM-2 650M + CaLM,1,0.03,2.9014552758559367,2.719624045180754,0.028172897723281194
ELANE,ESM-2 650M + CaLM,2,0.0,2.78343561761866,2.532866875498148,0.0
ELANE,ESM-2 650M + CaLM,3,0.03,2.9807967038623615,2.66536805465101,0.026910823834422747
ELANE,ESM-2 650M + CaLM,4,0.03,2.9331144364181867,2.5708150848638334,0.026392188373824586
ELANE,ESM-2 650M + CaLM,5,0.0,2.9102009849945496,2.6189355275780053,0.0
ELANE,ESM-1b 650M + CaLM,1,0.0,2.802242085102137,2.6736288507743464,0.0
ELANE,ESM-1b 650M + CaLM,2,0.17,2.802905717286674,2.582208863725031,0.15873925306013256
ELANE,ESM-1b 650M + CaLM,3,0.0,3.0429718044062737,2.6555223764407505,0.0
ELANE,ESM-1b 650M + CaLM,4,0.0,2.9461769214886906,2.6432697612558047,0.0
ELANE,ESM-1b 650M + CaLM,5,0.1,2.648477367113422,2.5434392250689846,0.09641640350276645
ELN,ESM-2 650M + CaLM,1,0.0,1.8422796611475387,1.469470709058187,0.0
ELN,ESM-2 650M + CaLM,2,0.97,2.056973569021012,1.0440831475209762,0.9425677635470407
ELN,ESM-2 650M + CaLM,3,0.97,2.2655985030804575,1.533335499427243,0.9562992303947501
ELN,ESM-2 650M + CaLM,4,0.12,2.2999126480875525,1.4944129226380498,0.08139309315735727
ELN,ESM-2 650M + CaLM,5,0.12,1.623354410559152,1.4218356095186397,0.10669287397803268
ELN,ESM-1b 650M + CaLM,1,0.22,2.14154473607598,1.585129308945387,0.1727119456132788
ELN,ESM-1b 650M + CaLM,2,0.46,2.719901141644812,1.2423175238757926,0.2801012204723789
ELN,ESM-1b 650M + CaLM,3,0.08,2.5518888633559804,1.5036909576896689,0.04874135601466236
ELN,ESM-1b 650M + CaLM,4,0.08,2.586437855164066,1.3623398450850044,0.04379616195152377
ELN,ESM-1b 650M + CaLM,5,0.0,2.5023968553653186,1.267293914703289,0.0
EMD,ESM-2 650M + CaLM,1,0.47,3.567505473823945,2.3177932773931413,0.3655407361150094
EMD,ESM-2 650M + CaLM,2,0.8,3.159957107915288,2.1971552676263277,0.7355369768076472
EMD,ESM-2 650M + CaLM,3,0.47,2.971842134817557,1.859349298335208,0.3568414440358992
EMD,ESM-2 650M + CaLM,4,0.8,3.626437235226907,2.3762870113659496,0.7238385802086371
EMD,ESM-2 650M + CaLM,5,0.8,3.124990538889171,2.3396052416414186,0.7496685471336381
EMD,ESM-1b 650M + CaLM,1,0.74,3.11828967319853,2.305319961218271,0.67784882408364
EMD,ESM-1b 650M + CaLM,2,0.74,3.3606917212828855,2.392465159571421,0.6695490114036037
EMD,ESM-1b 650M + CaLM,3,0.47,2.7775235831940366,1.7384701640007636,0.35693352655557825
EMD,ESM-1b 650M + CaLM,4,0.47,3.347602785273971,2.3177932773931413,0.38041827185778254
EMD,ESM-1b 650M + CaLM,5,0.74,2.7614932381189403,2.3396052416414186,0.7068593561083055
ENG,ESM-2 650M + CaLM,1,0.5700000000000001,2.901521111290425,1.7979087982385946,0.450968145176117
ENG,ESM-2 650M + CaLM,2,0.53,2.9152207028046333,1.7929441464160656,0.40952189790917015
ENG,ESM-2 650M + CaLM,3,0.61,2.9111008592680476,1.5787139358737334,0.4589405346358035
ENG,ESM-2 650M + CaLM,4,0.6,2.785915939723874,1.6358346868664535,0.4683029620078483
ENG,ESM-2 650M + CaLM,5,0.59,3.007182972231321,1.8030860990660476,0.46318209307423375
ENG,ESM-1b 650M + CaLM,1,0.53,2.664867633247737,1.6765988351996988,0.41502196876114433
ENG,ESM-1b 650M + CaLM,2,0.72,2.69210261371521,1.830629261342525,0.6361745709359871
ENG,ESM-1b 650M + CaLM,3,0.65,2.63876686750812,1.73454883179838,0.5497040071907578
ENG,ESM-1b 650M + CaLM,4,0.5700000000000001,2.5591216520414797,1.5826889873105312,0.4504908518545339
ENG,ESM-1b 650M + CaLM,5,0.51,2.737952222575877,1.7821660693439967,0.4038676634644112
ENPP1,ESM-2 650M + CaLM,1,0.63,4.545586053480208,3.161041812267645,0.5421402483041453
ENPP1,ESM-2 650M + CaLM,2,0.0,4.551082721316232,3.2777259573963597,0.0
ENPP1,ESM-2 650M + CaLM,3,0.63,4.695504932455154,3.728549732041489,0.5748410591622591
ENPP1,ESM-2 650M + CaLM,4,0.33,4.720436781339558,2.9542336115674757,0.23561956457316588
ENPP1,ESM-2 650M + CaLM,5,0.19,4.729131229130223,3.4343422537202035,0.14555149885022636
ENPP1,ESM-1b 650M + CaLM,1,0.29,4.753037619765234,3.0918268892273524,0.2099203123498319
ENPP1,ESM-1b 650M + CaLM,2,0.0,4.481111126644572,3.571440474973593,0.0
ENPP1,ESM-1b 650M + CaLM,3,0.0,4.650197296140257,3.133717741626304,0.0
ENPP1,ESM-1b 650M + CaLM,4,0.0,4.440897232255234,3.298231486971465,0.0
ENPP1,ESM-1b 650M + CaLM,5,0.0,4.873970123202059,3.530465210130478,0.0
EPHB4,ESM-2 650M + CaLM,1,0.48,2.912426487650225,2.632369000346838,0.45483715742712166
EPHB4,ESM-2 650M + CaLM,2,0.55,3.1397562388210614,2.7617418965429956,0.5180888850558415
EPHB4,ESM-2 650M + CaLM,3,0.5,3.0208288072301355,2.4690786487611858,0.4497486831160691
EPHB4,ESM-2 650M + CaLM,4,0.48,3.1926534944732503,2.660818142532014,0.43480787585154423
EPHB4,ESM-2 650M + CaLM,5,0.42,3.0773272364899067,2.567257560946473,0.37660191368074997
EPHB4,ESM-1b 650M + CaLM,1,0.34,3.319630700831413,2.7525192088471604,0.29930046753566353
EPHB4,ESM-1b 650M + CaLM,2,0.41,3.4715339520417965,2.694322750316057,0.35036958363101195
EPHB4,ESM-1b 650M + CaLM,3,0.31,3.349319265998812,2.4962895422539675,0.25085246270364914
EPHB4,ESM-1b 650M + CaLM,4,0.41,3.1592790602169303,2.528289492902632,0.3573771704532481
EPHB4,ESM-1b 650M + CaLM,5,0.34,3.3108047154216083,2.6213725712172224,0.2897111284360595
ERF,ESM-2 650M + CaLM,1,0.02,3.884012334077572,2.4956170831358326,0.012943251544586257
ERF,ESM-2 650M + CaLM,2,0.64,3.596324292884598,2.4645803540721967,0.5492085440283621
ERF,ESM-2 650M + CaLM,3,0.49,3.812190720514062,2.2973727953776795,0.3666900198910758
ERF,ESM-2 650M + CaLM,4,0.64,3.67385312402318,2.3654157120591575,0.5337179778593808
ERF,ESM-2 650M + CaLM,5,0.64,2.0222417079647466,1.4785069823292967,0.5651746335501674
ERF,ESM-1b 650M + CaLM,1,0.0,4.4835624276103,2.3978851395837126,0.0
ERF,ESM-1b 650M + CaLM,2,0.0,5.066254685779738,2.4859929474377176,0.0
ERF,ESM-1b 650M + CaLM,3,0.0,4.557227476095372,2.071287047427807,0.0
ERF,ESM-1b 650M + CaLM,4,0.0,4.722409109070542,2.3880962281873415,0.0
ERF,ESM-1b 650M + CaLM,5,0.0,4.186474949090361,1.9101552035554186,0.0
ETFDH,ESM-2 650M + CaLM,1,0.53,2.5916455415060673,2.7500870319623383,0.5447508921985255
ETFDH,ESM-2 650M + CaLM,2,0.71,2.58878387717264,2.5126774379488768,0.703817802026631
ETFDH,ESM-2 650M + CaLM,3,0.65,2.595865119159692,2.8014290539223476,0.6671335809127305
ETFDH,ESM-2 650M + CaLM,4,0.0,2.730953049445434,2.584075545364396,0.0
ETFDH,ESM-2 650M + CaLM,5,0.71,2.627782268615583,2.6798168395094404,0.7140206441016603
ETFDH,ESM-1b 650M + CaLM,1,0.0,2.935815172336882,2.751593634565081,0.0
ETFDH,ESM-1b 650M + CaLM,2,0.18,2.8206299917867703,2.5881119525359915,0.16764936310244924
ETFDH,ESM-1b 650M + CaLM,3,0.22,2.801294189522935,2.73649400164101,0.21601020450769062
ETFDH,ESM-1b 650M + CaLM,4,0.22,2.7472275346267696,2.6541211090813874,0.2141406080238697
ETFDH,ESM-1b 650M + CaLM,5,0.68,2.586833314328169,2.5873995331984605,0.6800476222760639
EXT1,ESM-2 650M + CaLM,1,0.07,3.7258903040618345,3.080536403949889,0.05858576857058632
EXT1,ESM-2 650M + CaLM,2,0.0,3.3426890389140302,2.983242398104477,0.0
EXT1,ESM-2 650M + CaLM,3,0.07,3.742763014322087,3.375646471184223,0.06357038742066803
EXT1,ESM-2 650M + CaLM,4,0.07,3.8619376313576494,3.065488709779189,0.05637774875504408
EXT1,ESM-2 650M + CaLM,5,0.07,3.565314356861697,3.291983306601349,0.06498224979154281
EXT1,ESM-1b 650M + CaLM,1,0.28,4.7032460424602,3.167717582672523,0.20755887088781058
EXT1,ESM-1b 650M + CaLM,2,0.49,4.8350931096175875,3.203100895280524,0.3889361292813572
EXT1,ESM-1b 650M + CaLM,3,0.44,4.538831135048283,3.069337258177172,0.34697336115585814
EXT1,ESM-1b 650M + CaLM,4,0.49,4.692326543697305,3.1503946326746672,0.392120821168994
EXT1,ESM-1b 650M + CaLM,5,0.49,4.635209062850883,3.195651394705227,0.39845765713843523
EXT2,ESM-2 650M + CaLM,1,0.45,3.6892820793788528,3.756387402444265,0.4544652934829729
EXT2,ESM-2 650M + CaLM,2,0.34,4.088449539516962,3.4679289318373834,0.3040887657664611
EXT2,ESM-2 650M + CaLM,3,0.13,3.8563165012465874,3.900742322341417,0.1313009945259152
EXT2,ESM-2 650M + CaLM,4,0.48,3.9131017707895155,3.30168552530824,0.43783827813726334
EXT2,ESM-2 650M + CaLM,5,0.59,2.93090186234149,3.7035899233705374,0.6451889436209393
EXT2,ESM-1b 650M + CaLM,1,0.31,5.846186730871356,3.9449356902701935,0.23263778685853037
EXT2,ESM-1b 650M + CaLM,2,0.31,5.734649893589397,3.4518145589625364,0.21286427275611758
EXT2,ESM-1b 650M + CaLM,3,0.09,6.104596953265292,3.4661586358599124,0.053169757309685955
