gene,n,n_pathogenic,n_benign,protein_length,nested_cv_splits,ESM-2 150M AUROC,ESM-2 650M AUROC,ESM-1b 650M AUROC,CaLM AUROC,ESM-2 150M + 650M AUROC,ESM-2 150M + 650M weight_second,ESM-2 150M + 650M weight_second_sd,ESM-2 150M + 650M mean_train_auc_at_selected_weights,ESM-2 150M + 650M n_outer_folds,ESM-2 650M + ESM-1b 650M AUROC,ESM-2 650M + ESM-1b 650M weight_second,ESM-2 650M + ESM-1b 650M weight_second_sd,ESM-2 650M + ESM-1b 650M mean_train_auc_at_selected_weights,ESM-2 650M + ESM-1b 650M n_outer_folds,ESM-2 650M + CaLM AUROC,ESM-2 650M + CaLM weight_second,ESM-2 650M + CaLM weight_second_sd,ESM-2 650M + CaLM mean_train_auc_at_selected_weights,ESM-2 650M + CaLM n_outer_folds,ESM-2 150M + CaLM AUROC,ESM-2 150M + CaLM weight_second,ESM-2 150M + CaLM weight_second_sd,ESM-2 150M + CaLM mean_train_auc_at_selected_weights,ESM-2 150M + CaLM n_outer_folds,ESM-1b 650M + CaLM AUROC,ESM-1b 650M + CaLM weight_second,ESM-1b 650M + CaLM weight_second_sd,ESM-1b 650M + CaLM mean_train_auc_at_selected_weights,ESM-1b 650M + CaLM n_outer_folds,650M_minus_150M,150M650M_minus_650M,650M1b_minus_650M,650MCaLM_minus_650M,1bCaLM_minus_1b,650MCaLM_minus_150M650M,650MCaLM_minus_650M1b,codon_dependency_index,delta_delta_auroc,independent_calm_minus_650m,inverse_variance_weight,esm2_calm_weight,esm2_cross_modal_gain,esm2_cross_modal_advantage,esm2_gain_over_protein,esm2_independent_calm_signal,esm1b_calm_weight,esm1b_gain_over_protein,esm1b_independent_calm_signal,esm2_codon_rank,esm2_gain_rank,esm1b_codon_rank,esm1b_gain_rank,esm2_top_codon_weight_decile,esm2_top_cross_modal_gain_decile,esm1b_top_codon_weight_decile,esm1b_top_gain_decile
HSD17B10,15,10,5,261,5,0.98,1.0,0.9,0.98,0.98,0.138,0.1259761882261882,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,0.98,0.048,0.0438178046004132,1.0,5,0.88,0.4880000000000001,0.3767227096950753,1.0,5,0.0199999999999999,-0.02,0.0,0.0,-0.02,0.02,0.0,0.0,0.02,-0.0199999999999999,3.333333333333333,0.0,0.0,0.02,0.0,-0.020000000000000018,0.4880000000000001,-0.02,0.07999999999999996,402,221,78,375,False,False,False,False
HSD17B4,35,25,10,736,5,0.784,0.976,0.96,0.876,0.976,0.926,0.0260768096208106,0.97375,5,0.952,0.112,0.1961377067266771,0.98375,5,0.952,0.144,0.1934683436637632,0.985,5,0.864,0.618,0.138816425541072,0.91,5,0.916,0.264,0.3697701989073754,0.965,5,0.192,-1.1102230246251563e-16,-0.0240000000000001,-0.0240000000000001,-0.0439999999999999,-0.024,0.0,0.144,-0.024,-0.1,7.142857142857143,0.144,-0.0240000000000001,-0.024,-0.0240000000000001,-0.09999999999999998,0.264,-0.0439999999999999,-0.08399999999999996,268,407,199,419,False,False,False,False
IDS,299,260,39,550,5,0.8497041420118344,0.9191814595660748,0.9258875739644972,0.6927021696252466,0.9191321499013808,0.94,0.0141421356237309,0.919923813585608,5,0.930966469428008,0.5399999999999999,0.1464581851587681,0.9361458979528536,5,0.9184418145956608,0.03,0.0346410161513775,0.919308312655087,5,0.8473372781065088,0.04,0.0469041575982343,0.8494426566377171,5,0.9244575936883628,0.064,0.0403732584763727,0.9273204869727047,5,0.0694773175542404,-4.930966469418596e-05,0.0117850098619329,-0.0007396449704141,-0.0014299802761341,-0.0006903353057199,-0.0125246548323471,0.03,-0.0006903353057199,-0.2264792899408283,33.91304347826087,0.03,-0.0007396449704141,-0.0006903353057199,-0.0007396449704141,-0.22647928994082822,0.064,-0.0014299802761341,-0.2331854043392506,342,314,312,286,False,False,False,False
IDUA,60,48,12,653,5,0.7534722222222222,0.9097222222222222,0.9756944444444444,0.673611111111111,0.9079861111111112,0.956,0.0054772255750516,0.9102489128804916,5,0.9791666666666666,0.818,0.0268328157299975,0.9827230469335732,5,0.9079861111111112,0.036,0.0638748776906852,0.9100269905533064,5,0.7309027777777778,0.3399999999999999,0.2298912786514529,0.7650652271704903,5,0.9756944444444444,0.246,0.1944993573254164,0.9794781826360774,5,0.15625,-0.001736111111111,0.0694444444444444,-0.001736111111111,0.0,0.0,-0.0711805555555554,0.036,0.0,-0.2361111111111111,9.6,0.036,-0.001736111111111,0.0,-0.001736111111111,-0.23611111111111116,0.246,0.0,-0.30208333333333337,338,319,214,180,False,False,False,False
IGHMBP2,32,15,17,993,5,0.9176470588235294,0.9215686274509804,0.9372549019607844,0.8980392156862745,0.8901960784313725,0.268,0.3647876094386978,0.9353479853479854,5,0.9372549019607844,0.286,0.0054772255750516,0.9406593406593406,5,0.9333333333333332,0.362,0.0501996015920445,0.9477106227106228,5,0.8980392156862745,0.4739999999999999,0.1690562036720332,0.9553113553113552,5,0.9490196078431372,0.388,0.1416686274374111,0.9707875457875458,5,0.0039215686274509,-0.0313725490196078,0.0156862745098039,0.011764705882353,0.0117647058823529,0.0431372549019608,-0.0039215686274509,0.362,0.0431372549019608,-0.0235294117647058,7.96875,0.362,0.011764705882353,0.0431372549019608,0.011764705882353,-0.02352941176470591,0.388,0.0117647058823529,-0.03921568627450989,158,114,126,70,False,False,False,False
IL11RA,10,5,5,422,5,1.0,1.0,0.8400000000000001,1.0,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,0.84,0.6980000000000001,0.3233728498189048,1.0,5,0.0,0.0,0.0,0.0,-1.1102230246251563e-16,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.6980000000000001,-1.1102230246251563e-16,0.15999999999999992,403,222,25,266,False,False,True,False
IL12RB1,21,5,16,662,5,0.875,0.8500000000000001,0.9375,0.475,0.8,0.332,0.3076849037570742,0.914102564102564,5,0.9,0.558,0.3506707857806236,0.9375,5,0.875,0.048,0.0584807660688537,0.8724358974358974,5,0.8625,0.028,0.0626099033699941,0.8798076923076923,5,0.9375,0.0,0.0,0.9378205128205128,5,-0.0249999999999999,-0.05,0.0499999999999999,0.0249999999999999,0.0,0.0749999999999999,-0.025,0.048,0.0749999999999999,-0.375,3.809523809523809,0.048,0.0249999999999999,0.0749999999999999,0.0249999999999999,-0.3750000000000001,0.0,0.0,-0.4625,329,73,398,181,False,False,False,False
IL2RG,65,37,28,369,5,0.9700772200772202,0.9613899613899614,0.974903474903475,0.5974903474903476,0.9671814671814672,0.202,0.1225561095988282,0.9782931261641906,5,0.9633204633204632,0.6540000000000001,0.3426076473168688,0.9794798055517696,5,0.9633204633204632,0.0679999999999999,0.0668580586017871,0.96439189496161,5,0.9652509652509652,0.1399999999999999,0.0969535971483265,0.973119349416201,5,0.972972972972973,0.038,0.0580517010947999,0.9764813048021443,5,-0.0086872586872588,0.0057915057915057,0.0019305019305019,0.0019305019305019,-0.0019305019305019,-0.0038610038610038,0.0,0.0679999999999999,-0.0038610038610038,-0.3638996138996138,15.93846153846154,0.0679999999999999,0.0019305019305019,-0.0038610038610038,0.0019305019305019,-0.3638996138996138,0.038,-0.0019305019305019,-0.3774131274131274,312,141,325,293,False,False,False,False
IL7R,26,9,17,459,5,0.8562091503267973,0.8366013071895424,0.7973856209150326,0.8366013071895425,0.7973856209150327,0.318,0.405487361085398,0.8766483516483516,5,0.7647058823529411,0.4600000000000001,0.2739525506360545,0.8587912087912087,5,0.8235294117647058,0.482,0.2997832550360343,0.8989403453689168,5,0.7712418300653595,0.382,0.3255303365279494,0.8974489795918368,5,0.8496732026143791,0.808,0.0892748564826625,0.8758634222919938,5,-0.0196078431372549,-0.0392156862745096,-0.0718954248366012,-0.0130718954248365,0.0522875816993464,0.0261437908496731,0.0588235294117647,0.482,0.0261437908496731,1.1102230246251563e-16,5.884615384615385,0.482,-0.0130718954248365,0.0261437908496731,-0.0130718954248365,1.1102230246251565e-16,0.808,0.0522875816993464,0.03921568627450989,107,369,11,20,False,False,True,True
IRF2BPL,18,5,13,796,5,0.123076923076923,0.1076923076923076,0.8769230769230769,0.3538461538461538,0.0615384615384615,0.142,0.3175216528049701,0.1431818181818181,5,0.8615384615384616,0.7220000000000001,0.0268328157299974,0.8777272727272727,5,0.3384615384615385,0.976,0.0054772255750516,0.3554545454545454,5,0.3076923076923077,0.9600000000000002,0.0308220700148448,0.3563636363636364,5,0.8769230769230769,0.0,0.0,0.8831818181818182,5,-0.0153846153846154,-0.0461538461538461,0.7538461538461539,0.2307692307692308,0.0,0.2769230769230769,-0.5230769230769231,0.976,0.2769230769230769,0.2461538461538462,3.611111111111111,0.976,0.2307692307692308,0.2769230769230769,0.2307692307692308,0.24615384615384622,0.0,0.0,-0.5230769230769231,2,2,399,182,True,True,False,False
ITGB2,13,7,6,769,5,0.9047619047619048,1.0,1.0,0.7619047619047619,0.9523809523809524,0.6940000000000002,0.2817445651649735,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,0.9285714285714286,0.2219999999999999,0.1300769003320727,0.9463333333333332,5,1.0,0.0,0.0,1.0,5,0.0952380952380951,-0.0476190476190476,0.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.0476190476190476,-0.2380952380952381,3.230769230769231,0.0,0.0,0.0476190476190476,0.0,-0.23809523809523814,0.0,0.0,-0.23809523809523814,404,223,400,183,False,False,False,False
ITGB3,73,62,11,788,5,0.9090909090909092,0.93841642228739,0.9090909090909092,0.7771260997067448,0.936950146627566,0.6460000000000001,0.1184483009586883,0.9461020408163264,5,0.9237536656891496,0.152,0.1500666518584325,0.941767573696145,5,0.936950146627566,0.054,0.0492950301754649,0.940547619047619,5,0.9266862170087976,0.36,0.0141421356237309,0.9299863945578232,5,0.9178885630498532,0.306,0.1256184699795376,0.9276530612244898,5,0.0293255131964809,-0.0014662756598241,-0.0146627565982405,-0.0014662756598241,0.0087976539589442,0.0,0.0131964809384164,0.054,0.0,-0.1612903225806452,9.342465753424657,0.054,-0.0014662756598241,0.0,-0.0014662756598241,-0.16129032258064513,0.306,0.0087976539589442,-0.13196480938416433,325,318,167,80,False,False,False,False
KARS1,16,9,7,597,5,0.9682539682539684,0.9047619047619048,0.9365079365079364,0.9523809523809524,0.9682539682539684,0.0,0.0,0.9690476190476188,5,0.8888888888888888,0.054,0.0304959013639538,0.9516666666666668,5,0.9206349206349206,0.1119999999999999,0.0130384048104052,0.9704761904761906,5,0.9682539682539684,0.0,0.0,0.97,5,0.8888888888888888,0.5700000000000001,0.5203364296299079,0.9609523809523812,5,-0.0634920634920636,0.0634920634920634,-0.0158730158730159,0.0158730158730158,-0.0476190476190476,-0.0476190476190476,0.0317460317460317,0.1119999999999999,-0.0476190476190476,0.0476190476190476,3.9375,0.1119999999999999,0.0158730158730158,-0.0476190476190476,0.0158730158730158,0.04761904761904767,0.5700000000000001,-0.0476190476190476,0.01587301587301604,289,98,51,426,False,False,False,False
KCNA2,44,31,13,499,5,0.9478908188585607,0.9429280397022332,0.9900744416873448,0.9702233250620348,0.9478908188585607,0.274,0.22165288177689,0.9522727272727274,5,0.9925558312655088,0.526,0.0260768096208106,0.9977151515151516,5,0.9478908188585607,0.258,0.177115781340907,0.9714484848484848,5,0.9652605459057072,0.64,0.2571964229922337,0.9716242424242424,5,0.9702233250620348,0.2219999999999999,0.2965130688519479,0.9960848484848486,5,-0.0049627791563275,0.0049627791563274,0.0496277915632754,0.0049627791563274,-0.0198511166253101,0.0,-0.0446650124069479,0.258,0.0,0.0272952853598014,9.159090909090908,0.258,0.0049627791563274,0.0,0.0049627791563274,0.027295285359801635,0.2219999999999999,-0.0198511166253101,-0.019851116625310028,200,134,226,373,False,False,False,False
KCNB1,158,66,92,858,5,0.946475625823452,0.9596508563899868,0.987977602108037,0.9672266139657444,0.9471343873517788,0.7780000000000001,0.3165754254518186,0.9601855653096284,5,0.9879776021080368,0.922,0.0864291617453276,0.98798333842919,5,0.9761198945981556,0.5960000000000001,0.0694982014155761,0.9796184985510392,5,0.9510869565217392,0.712,0.2786933798998462,0.9701965191626604,5,0.989459815546772,0.386,0.1057355191030904,0.9914395383315002,5,0.0131752305665348,-0.0125164690382081,0.02832674571805,0.0164690382081686,0.0014822134387351,0.0289855072463768,-0.0118577075098813,0.5960000000000001,0.0289855072463768,0.0075757575757575,38.43037974683544,0.5960000000000001,0.0164690382081686,0.0289855072463768,0.0164690382081686,0.007575757575757569,0.386,0.0014822134387351,-0.020750988142292592,63,95,129,101,False,False,False,False
KCNC3,13,5,8,757,5,0.725,0.725,0.8500000000000001,0.875,0.725,0.0,0.0,0.7345238095238095,5,0.725,0.246,0.1375863365309215,0.8678571428571429,5,0.725,0.6220000000000001,0.3554152500948714,0.8845238095238095,5,0.725,0.65,0.3635931792539568,0.8845238095238095,5,0.85,0.256,0.1431083505599865,0.8773809523809524,5,0.0,0.0,0.0,0.0,-1.1102230246251563e-16,0.0,0.0,0.6220000000000001,0.0,0.15,3.076923076923077,0.6220000000000001,0.0,0.0,0.0,0.15000000000000002,0.256,-1.1102230246251563e-16,0.02499999999999991,57,224,207,267,False,False,False,False
KCND2,16,5,11,630,5,1.0,0.7454545454545456,1.0,1.0,1.0,0.0,0.0,1.0,5,0.8363636363636363,0.27,0.1118033988749894,1.0,5,0.8545454545454545,0.432,0.1752712184016531,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,-0.2545454545454544,0.2545454545454544,0.0909090909090907,0.1090909090909089,0.0,-0.1454545454545455,0.0181818181818181,0.432,-0.1454545454545455,0.2545454545454544,3.4375,0.432,0.1090909090909089,-0.1454545454545455,0.1090909090909089,0.2545454545454544,0.0,0.0,0.0,128,18,401,184,False,True,False,False
KCNH1,73,16,57,989,5,0.6173245614035088,0.7675438596491229,0.8135964912280702,0.8651315789473685,0.7598684210526315,0.962,0.0742967024840268,0.7670345596432553,5,0.8212719298245614,0.6719999999999999,0.1229634091915151,0.8392196209587514,5,0.8673245614035088,0.8460000000000001,0.0650384501660364,0.8733221850613155,5,0.8629385964912281,0.844,0.0550454357780915,0.8714214046822744,5,0.8728070175438597,0.8160000000000001,0.0427784992724148,0.8921070234113712,5,0.150219298245614,-0.0076754385964913,0.0537280701754385,0.0997807017543859,0.0592105263157894,0.1074561403508772,0.0460526315789473,0.8460000000000001,0.1074561403508772,0.0975877192982456,12.493150684931509,0.8460000000000001,0.0997807017543859,0.1074561403508772,0.0997807017543859,0.09758771929824561,0.8160000000000001,0.0592105263157894,0.05153508771929827,15,22,10,17,True,True,True,True
KCNJ11,36,27,9,390,5,0.7613168724279835,0.7613168724279835,0.7530864197530864,0.6090534979423868,0.7695473251028807,0.348,0.1779606698121806,0.7859616573902288,5,0.7654320987654321,0.3,0.1382027496108525,0.7877241805813234,5,0.7407407407407407,0.088,0.1149782588144384,0.7656771799628942,5,0.7530864197530864,0.026,0.0250998007960222,0.761487322201608,5,0.7489711934156379,0.024,0.0536656314599949,0.7546227581941867,5,0.0,0.0082304526748971,0.0041152263374485,-0.0205761316872428,-0.0041152263374485,-0.02880658436214,-0.0246913580246913,0.088,-0.02880658436214,-0.1522633744855966,6.75,0.088,-0.0205761316872428,-0.02880658436214,-0.0205761316872428,-0.15226337448559668,0.024,-0.0041152263374485,-0.1440329218106996,299,399,332,316,False,False,False,False
KCNQ1,152,145,7,676,5,0.8246305418719213,0.9261083743842364,0.9950738916256155,0.8857142857142857,0.9251231527093596,0.986,0.0054772255750516,0.9267816091954024,5,0.993103448275862,0.6140000000000001,0.2205221077352563,0.9967241379310344,5,0.9221674876847292,0.208,0.1617714437099453,0.931896551724138,5,0.8807881773399014,0.6980000000000002,0.1940876090841453,0.8931609195402299,5,0.9891625615763546,0.144,0.2094755355644186,0.9961494252873564,5,0.1014778325123151,-0.0009852216748768,0.0669950738916256,-0.0039408866995073,-0.005911330049261,-0.0029556650246305,-0.0709359605911329,0.208,-0.0029556650246305,-0.0403940886699507,6.677631578947368,0.208,-0.0039408866995073,-0.0029556650246305,-0.0039408866995073,-0.040394088669950756,0.144,-0.005911330049261,-0.10935960591132987,234,331,268,320,False,False,False,False
KCNQ2,277,269,8,872,5,0.6937732342007435,0.8986988847583643,0.975371747211896,0.8759293680297398,0.8954460966542751,0.946,0.0876356092008265,0.8989987080103358,5,0.9846654275092936,0.588,0.0736206492772238,0.984644087609204,5,0.921003717472119,0.3299999999999999,0.0463680924774785,0.9249772363725852,5,0.8726765799256505,0.924,0.0427784992724148,0.8757658627619869,5,0.9860594795539034,0.458,0.1015874007936023,0.9857100816209344,5,0.2049256505576208,-0.0032527881040892,0.0859665427509293,0.0223048327137546,0.0106877323420074,0.0255576208178438,-0.0636617100371746,0.3299999999999999,0.0255576208178438,-0.0227695167286245,7.768953068592058,0.3299999999999999,0.0223048327137546,0.0255576208178438,0.0223048327137546,-0.022769516728624595,0.458,0.0106877323420074,-0.09944237918215626,170,76,94,73,False,False,False,False
KCNQ3,30,19,11,872,5,0.9043062200956938,0.971291866028708,0.9665071770334928,0.9425837320574164,0.9617224880382776,0.6360000000000001,0.0602494813255682,0.9715277777777775,5,0.971291866028708,0.0,0.0,0.9713657407407408,5,0.9569377990430622,0.256,0.2437826901156027,0.9774537037037035,5,0.9569377990430622,0.6740000000000002,0.0433589667773576,0.9698842592592593,5,0.9521531100478468,0.096,0.2146625258399798,0.9698842592592593,5,0.0669856459330142,-0.0095693779904305,0.0,-0.0143540669856458,-0.0143540669856458,-0.0047846889952153,-0.0143540669856458,0.256,-0.0047846889952153,-0.0287081339712917,6.966666666666667,0.256,-0.0143540669856458,-0.0047846889952153,-0.0143540669856458,-0.028708133971291572,0.096,-0.0143540669856458,-0.023923444976076347,203,375,292,354,False,False,False,False
KCNQ4,21,12,9,695,5,0.9814814814814816,1.0,0.9351851851851852,1.0,0.9814814814814816,0.232,0.130843417870369,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,0.9814814814814816,0.214,0.1197079780131633,1.0,5,0.9074074074074074,0.254,0.1472412985544477,1.0,5,0.0185185185185184,-0.0185185185185184,0.0,0.0,-0.0277777777777776,0.0185185185185184,0.0,0.0,0.0185185185185184,0.0,5.142857142857143,0.0,0.0,0.0185185185185184,0.0,0.0,0.254,-0.0277777777777776,0.06481481481481477,405,225,210,396,False,False,False,False
KCNQ5,87,11,76,932,5,0.5119617224880383,0.84688995215311,0.9354066985645932,0.7559808612440191,0.8433014354066986,0.964,0.0409878030638383,0.8491712204007286,5,0.9246411483253588,0.4640000000000001,0.2304994577000128,0.9507619914996964,5,0.8026315789473685,0.126,0.2817445651649735,0.8494626593806922,5,0.7535885167464115,0.982,0.0109544511501033,0.7568670309653915,5,0.916267942583732,0.2739999999999999,0.3063168294429805,0.943296903460838,5,0.3349282296650717,-0.0035885167464114,0.0777511961722488,-0.0442583732057415,-0.0191387559808612,-0.04066985645933,-0.1220095693779903,0.126,-0.04066985645933,-0.0909090909090909,9.60919540229885,0.126,-0.0442583732057415,-0.04066985645933,-0.0442583732057415,-0.09090909090909094,0.2739999999999999,-0.0191387559808612,-0.17942583732057416,277,434,190,370,False,False,False,False
KCNV2,25,11,14,545,5,0.9935064935064936,0.987012987012987,0.8246753246753247,0.961038961038961,0.9935064935064936,0.108,0.0985900603509299,1.0,5,0.987012987012987,0.0,0.0,0.9857954545454544,5,0.987012987012987,0.232,0.1470374102057024,0.995959595959596,5,0.9935064935064936,0.0,0.0,0.9938762626262626,5,0.9285714285714286,0.8699999999999999,0.0670820393249937,0.9612373737373736,5,-0.0064935064935065,0.0064935064935065,0.0,0.0,0.1038961038961039,-0.0064935064935065,0.0,0.232,-0.0064935064935065,-0.0259740259740259,6.16,0.232,0.0,-0.0064935064935065,0.0,-0.025974025974025983,0.8699999999999999,0.1038961038961039,0.13636363636363635,221,226,7,8,False,False,True,True
KIF22,40,6,34,665,5,0.8529411764705883,0.8039215686274509,0.8333333333333334,0.8137254901960784,0.8725490196078431,0.118,0.0164316767251549,0.8763095238095238,5,0.7843137254901961,0.49,0.2712931993250107,0.8433730158730158,5,0.8725490196078431,0.572,0.0794984276574071,0.8938624338624338,5,0.8333333333333334,0.258,0.218906372680194,0.8804894179894178,5,0.8529411764705882,0.5660000000000001,0.1353883303686104,0.8932142857142857,5,-0.0490196078431374,0.0686274509803922,-0.0196078431372548,0.0686274509803922,0.0196078431372548,0.0,0.088235294117647,0.572,0.0,0.0098039215686275,5.1,0.572,0.0686274509803922,0.0,0.0686274509803922,0.009803921568627527,0.5660000000000001,0.0196078431372548,-0.019607843137254943,73,30,53,54,False,True,False,False
KMT5B,24,8,16,885,5,0.875,0.90625,1.0,0.8671875,0.8828125,0.456,0.3041052449399714,0.9076923076923076,5,0.890625,0.3339999999999999,0.1879627622695517,1.0,5,0.921875,0.564,0.3347835121388149,0.952197802197802,5,0.828125,0.5519999999999999,0.3247614509143596,0.9344322344322344,5,1.0,0.0,0.0,1.0,5,0.03125,-0.0234375,-0.015625,0.015625,0.0,0.0390625,0.03125,0.564,0.0390625,-0.0390625,5.333333333333333,0.564,0.015625,0.0390625,0.015625,-0.0390625,0.0,0.0,-0.1328125,77,99,402,185,False,False,False,False
KRIT1,13,5,8,736,5,0.475,0.575,0.4999999999999999,0.525,0.575,0.776,0.159311016568221,0.5869047619047618,5,0.575,0.024,0.0219089023002066,0.6,5,0.5,0.538,0.3748599738569056,0.6357142857142857,5,0.4,0.692,0.4351091817004095,0.5404761904761906,5,0.4,0.658,0.4010860256852637,0.6261904761904762,5,0.0999999999999999,0.0,0.0,-0.0749999999999999,-0.0999999999999999,-0.0749999999999999,-0.0749999999999999,0.538,-0.0749999999999999,-0.0499999999999999,3.076923076923077,0.538,-0.0749999999999999,-0.0749999999999999,-0.0749999999999999,-0.04999999999999993,0.658,-0.0999999999999999,0.025000000000000133,84,453,34,461,False,False,True,False
KRT1,30,19,11,644,5,0.9330143540669856,0.971291866028708,0.9473684210526316,0.9186602870813396,0.9760765550239234,0.834,0.2992991814222017,0.9729282407407408,5,0.971291866028708,0.128,0.2862167011199731,0.9728472222222224,5,0.937799043062201,0.256,0.3779947089576784,0.9807407407407408,5,0.9330143540669856,0.112,0.1889973544788392,0.9437037037037036,5,0.9282296650717704,0.4499999999999999,0.2002498439450078,0.9671643518518518,5,0.0382775119617224,0.0047846889952153,0.0,-0.0334928229665071,-0.0191387559808612,-0.0382775119617224,-0.0334928229665071,0.256,-0.0382775119617224,-0.0526315789473684,6.966666666666667,0.256,-0.0334928229665071,-0.0382775119617224,-0.0334928229665071,-0.05263157894736836,0.4499999999999999,-0.0191387559808612,-0.028708133971292016,204,423,100,371,False,False,False,False
KRT10,27,10,17,584,5,0.9588235294117646,0.9470588235294116,0.9882352941176472,0.9823529411764704,0.9705882352941176,0.636,0.3680760790923528,0.9707417582417582,5,0.9705882352941176,0.77,0.4071854614300466,0.9888736263736264,5,0.9647058823529412,0.416,0.1938556163746616,0.9907967032967032,5,0.9588235294117649,0.5479999999999999,0.3477355316903925,0.9818681318681316,5,0.9823529411764704,0.18,0.1385640646055101,1.0,5,-0.0117647058823529,0.0235294117647059,0.0235294117647059,0.0176470588235294,-0.0058823529411765,-0.0058823529411764,-0.0058823529411764,0.416,-0.0058823529411764,0.0352941176470588,6.296296296296297,0.416,0.0176470588235294,-0.0058823529411764,0.0176470588235294,0.03529411764705881,0.18,-0.0058823529411765,-0.005882352941176783,133,92,246,319,False,False,False,False
KRT14,40,33,7,472,5,0.9090909090909092,0.9090909090909092,0.9307359307359307,0.9004329004329005,0.8961038961038961,0.304,0.2268920448142684,0.9405982905982906,5,0.9090909090909092,0.472,0.2777048793233565,0.9403133903133905,5,0.9090909090909092,0.432,0.2919246478117255,0.9555840455840456,5,0.935064935064935,0.254,0.0795612971236643,0.9554985754985756,5,0.8874458874458875,0.544,0.3041052449399714,0.9548148148148148,5,1.1102230246251563e-16,-0.0129870129870131,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.0432900432900432,0.0129870129870129,0.0,0.432,0.0129870129870129,-0.0086580086580086,5.775,0.432,-1.1102230246251563e-16,0.0129870129870129,-1.1102230246251563e-16,-0.008658008658008698,0.544,-0.0432900432900432,-0.030303030303030276,129,303,57,418,False,False,False,False
KRT16,20,7,13,473,5,0.7912087912087913,0.923076923076923,0.978021978021978,0.934065934065934,0.912087912087912,0.842,0.1465264481245621,0.922121212121212,5,0.956043956043956,0.762,0.2393115124685814,0.9796969696969696,5,0.934065934065934,0.286,0.169941166289984,0.9548484848484848,5,0.9230769230769232,0.8019999999999999,0.0831865373723416,0.9339393939393938,5,0.978021978021978,0.018,0.0164316767251549,0.9893939393939396,5,0.1318681318681317,-0.0109890109890109,0.032967032967033,0.010989010989011,-1.1102230246251563e-16,0.021978021978022,-0.021978021978022,0.286,0.021978021978022,0.010989010989011,4.55,0.286,0.010989010989011,0.021978021978022,0.010989010989011,0.01098901098901095,0.018,-1.1102230246251563e-16,-0.04395604395604402,184,118,337,268,False,False,False,False
KRT17,25,6,19,432,5,0.894736842105263,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.972,0.0109544511501033,0.9564166666666668,5,0.956140350877193,0.438,0.1688786546606764,0.9830833333333334,5,0.9473684210526316,0.092,0.0576194411635517,0.964875,5,0.912280701754386,0.412,0.2304777646542069,0.9581666666666668,5,0.9649122807017544,0.272,0.053103672189407,1.0,5,0.0526315789473684,0.0,0.0087719298245614,0.0,0.0175438596491227,0.0,-0.0087719298245614,0.092,0.0,0.0,4.56,0.092,0.0,0.0,0.0,0.0,0.272,0.0175438596491227,0.0,296,227,193,57,False,False,False,False
KRT5,61,44,17,590,5,0.820855614973262,0.8943850267379679,0.9010695187165776,0.7339572192513368,0.8863636363636364,0.8959999999999999,0.1654690303349844,0.8962759462759463,5,0.8770053475935828,0.478,0.2640454506330302,0.926877725449154,5,0.8475935828877005,0.25,0.1833030277982336,0.9109035409035408,5,0.8449197860962567,0.326,0.0661815684310971,0.8537711494854351,5,0.9050802139037432,0.372,0.1351665639128257,0.919269143554858,5,0.0735294117647059,-0.0080213903743315,-0.017379679144385,-0.0467914438502674,0.0040106951871657,-0.0387700534759358,-0.0294117647058823,0.25,-0.0387700534759358,-0.1604278074866311,12.262295081967212,0.25,-0.0467914438502674,-0.0387700534759358,-0.0467914438502674,-0.1604278074866311,0.372,0.0040106951871657,-0.16711229946524075,208,435,140,94,False,False,False,False
KRT6A,31,11,20,564,5,0.9772727272727272,0.9818181818181818,0.959090909090909,0.9727272727272728,0.990909090909091,0.572,0.3208114711166046,1.0,5,0.9863636363636364,0.186,0.1225969004502153,0.9942708333333334,5,0.9772727272727272,0.174,0.0996493853468249,1.0,5,0.9727272727272728,0.282,0.257429602027428,0.9814236111111112,5,0.9590909090909092,0.31,0.134350288425444,0.9885416666666668,5,0.0045454545454546,0.0090909090909091,0.0045454545454545,-0.0045454545454545,1.1102230246251563e-16,-0.0136363636363636,-0.009090909090909,0.174,-0.0136363636363636,-0.009090909090909,7.096774193548387,0.174,-0.0045454545454545,-0.0136363636363636,-0.0045454545454545,-0.009090909090909038,0.31,1.1102230246251563e-16,0.01363636363636378,251,336,166,110,False,False,False,False
